,Age,Condition,Date,Drug,DrugId,EaseofUse,Effectiveness,Reviews,Satisfaction,Sex,Sides,UsefulCount
148667,35-44,Migraine Headache,7/20/2013,sumatriptan succinate,7741,5,5,I just started having migraine headaches and this was the second one that I have had and nothing was working for it. After 7 days Dr. gave me this and in about an hour it was gone!,5,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",0
148671,19-24,Migraine Headache,7/4/2013,sumatriptan succinate,7741,4,1,"I have had migraines since I was a young child. I was prescribed Sumatriptan to help eleviate my awful headaches. I was weary to try this medication knowing all the awful side effects. Last night I took 25mg. Within 30 minutes I feel awful! My jaw became very stiff, my arms felt limp and tingly, and felt like I had weights on them. To go along with that my cheast, neck and shoulders felt very tight and heavy. My headache actually got WORSE! This prescription says that a ""common"" side effect is drowsyness, well it had an adverse affect on me and I was awake until 4 am with work the next morning. I would caution if using on a work night. I would highly recommend, if taking this drug for the first time to make sure you don't need to be up at the crack of dawn. I am overall glad I tried this. One more thing I know doesn't help. I feel this drug either works wonders, or stabs you in the back. Today my stomach hurts and it has been hard eating much of anything, as I feel it will all come back up. Hope this review helps!",1,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",5
148672,35-44,Migraine Headache,7/3/2013,sumatriptan succinate,7741,5,4,"it is working for me  with 50 mg dose, the only side effect I have got is funny feelings in my stomach which usually go away pretty fast. great drug",5,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",0
148675, ,Migraine Headache,6/24/2013,sumatriptan succinate,7741,5,4,"I experience 4 or 5 migraines per week and have tried many different drugs.  This works better than any I have tried with no noticeable side effects.  It usually knocks it out in about an hour.  About once a week I have to take a second dose.  My biggest problem is that I finally find something that works and my insurance will only pay for 9 per month.  They'll pay for other drugs that cost 4 or 5 times as much and don't work, but not these.  Welcome to the U.S. health care system",4,Male,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",4
148676,55-64,Migraine Headache,6/23/2013,sumatriptan succinate,7741,5,5,"It is a miracle for me. I wake up once in a while having slept wrong on my neck, causing a terrible headache, that no other meds can touch. This medicine takes it right away!

",5,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",0
148680,25-34,Migraine Headache,5/31/2013,sumatriptan succinate,7741,4,2,"Took the medication at about 3pm for a migraine that I've had for the last 3 days. About 20 minutes after dosing it felt like an elephant had sat on my body.  Every muscle in my body hurt, my throat became extremely painful, and my head still hurt.  After about 1 hour my nose started bleeding which lasted for about 10-15 minutes.  Still have my migraine, although it is not as severe now.  However I don't think i'll ever take another of these pills again.  The side effects just aren't worth the trouble.  Next time I'll just go to my dr and get a shot for my migraine!",1,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",4
148684,35-44,Migraine Headache,5/31/2013,sumatriptan succinate,7741,5,1,Didn't touch my migraine even after 2nd dosing.,1,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",1
148685,25-34,Migraine Headache,5/30/2013,sumatriptan succinate,7741,5,5,"It works Great for Migraines, however, every time I use it my neck gets real stiff, my chest feels like its going to cave in, and my body aches for about an hour.  I only use the medication as a last resort.  ",2,Male,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",1
148689,45-54,Migraine Headache,5/26/2013,sumatriptan succinate,7741,5,5,"I have been using this drug to treat my migraines for almost four years.  I have had migraines since I was 19 (I'm now 52)  No other treatment worked for me.  Within one hour of taking the 50 mg. pill, the headache is totally gone.  I have never had any side effects either.  It doesn't get any better than that.",5,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",0
148690,19-24,Migraine Headache,3/30/2013,sumatriptan succinate,7741,4,4,"Depending on the severity of the headache, the pain will go away sometime between 30 minutes and 2 hours, but it always takes away my headache. About 30 minutes after taking it, my entire body becomes sore. Almost like I've worked our extremely hard and my hole body is bruised. Everything hurts, from my tongue to the bottoms of my feet, but no headache. This lasts about 6 hours, then im fine. ",3,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",1
148694,35-44,Migraine Headache,3/15/2013,sumatriptan succinate,7741,4,4,"I have had strong head aches for years!! Finaly went to the Dr. TODAY, Took this pill and Was relieved of a headache three day headack, within, 20 Minutes. Thank you God!",4,Male,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",0
148695,25-34,Migraine Headache,3/13/2013,sumatriptan succinate,7741,4,4, ,4,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",0
148699,65-74,Other,2/2/2013,sumatriptan succinate,7741,5,1,it up set my stomach and caused me cough alot and was very tired.,1,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",0
148700,55-64,Migraine Headache,12/26/2012,sumatriptan succinate,7741,4,1, ,1,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",0
148704,55-64,Migraine Headache,12/26/2012,sumatriptan succinate,7741,1,1,LIKE TAKING NOTHING AT ALL IT SEAMS TO LIKE TAKING A SUGAR PILL,1, ,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",1
148705,35-44,Migraine Headache,11/28/2012,sumatriptan succinate,7741,3,3,Was helpful with my my migraine headaches.,4,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",0
148708,35-44,Migraine Headache,11/10/2012,sumatriptan succinate,7741,5,1,i took 50mg upon onset of migraine and a further 50mg 45mins later ; had no effect at all still had all the symptoms including vomiting,1,Male,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",2
148709,45-54,Migraine Headache,9/23/2012,sumatriptan succinate,7741,5,5, ,5,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",0
148712,65-74,Migraine Headache,9/1/2012,sumatriptan succinate,7741,5,4,This brings relief within 30 minutes of taking it.  The most noticed side effect is a slight sore throat,4,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",1
148713,55-64,Migraine Headache,8/22/2012,sumatriptan succinate,7741,5,5,As soon as the pain begins I take one pill and rest if possible. Usually it will relieve most of the discomfort. ,5,Male,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",1
148717,19-24,Migraine Headache,7/18/2012,sumatriptan succinate,7741,5,1,"I was shocked 2 months ago and since then I have had really bad migraine's. I was given this to see if it would help, but it kept me up all night and I have horrible stomach pains! This medicine does not work for me! ",1,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",4
148718,65-74,Migraine Headache,7/12/2012,sumatriptan succinate,7741,5,5, ,5,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",0
148721,25-34,Migraine Headache,4/19/2012,sumatriptan succinate,7741,2,4,"I took it for a while, but I would get more nauseated while on the medication.  It would only work for me if I went home, took it, and went to sleep. I would always take it with alieve",2,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",0
148722,35-44,Migraine Headache,3/12/2012,sumatriptan succinate,7741,5,3,i have been taking this medication for a few days but it is really not very effective when you have really elevated  pain levels.,3,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",1
148725,65-74,Migraine Headache,3/8/2012,sumatriptan succinate,7741,5,5,I am a long time migrainer and know my triggers. Menopause certainly reduced my headaches. Identifying the key signs of migraine and rapid treatment is the key to my treatment. Migraines increase with delay. ,5,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",2
148726,3-6,Migraine Headache,2/22/2012,sumatriptan succinate,7741,4,2,"my neuro gave this to me,but only 9 pills a month, if I need to take two for a really bad episode and I usually  have more than 4 in a month I have to suffer the rest of the time,with out anything.",1,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",4
148730,45-54,Migraine Headache,2/1/2012,sumatriptan succinate,7741,5,4,"I have suffered with migraines since I was a teenager, & tried several different prescription drugs with little or no effect on them until Imitrex came onto the market. A wonder drug - the pain, nausea, & hypersensitivity would disappear within an hour! I took it for over a decade with no problems. Then my insurance company changed coverage so only the generic form was covered; the first (& ONLY!!) time I took the generic version I had anaphylaxis & had to be rushed to the hospital, resulting in $1000s of dollars in medical bills. Am appealing to the insurance company along with my doctor to try to be able to return to the name-brand Imitrex. But in the meantime, I have no meds (can't afford retail).",4,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",7
148731,65-74,Other,12/14/2011,sumatriptan succinate,7741,5,5,"I do not suffer from migraines .. I suffer from Cluster Headaches. If I take one of these pills at the very onset of a headache, the headache is gone within 15 - 20 minutes.  The only drawback is the rebound headache I get from aborting the cluster headache is twice as bad as the original headache. the only negative thing I can say about this medication is the cost.  My insurance covers it as a Tier 3 - the quantity allowed is 8 pills in a 25 day period. This would be fine for migraine use but for Cluster Headaches not a good thing because we can have up to 3 o 5 episodes a day.  My copay is $69 for 8 pills and the overall cost is close to a whopping $500 for 8 pills !!  ",5,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",0
148735,45-54,Migraine Headache,11/9/2011,sumatriptan succinate,7741,5,5,"I have been having migrans for almost 35 ears, have had test after test done. Be on more drugs than I can count. the Doctor put me on this drug, as long as I catch it in the early stages its gone within 15 minutes.  If I wait to long, it take about two hours with a good nap.  Love this pill, and I tell everyone about it.",5,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",9
148739,19-24,Migraine Headache,10/19/2011,sumatriptan succinate,7741,2,4,"I have been getting migraines since i was 5 years old, I've even had MRIs done of my brain to see if they found a visible causing source, always came up short. I would get them all the time due to a Severe MSG allergy. Just recently (1 week ago) my doctor perscribed Sumatriptan Succ and i had a horrible day at work this past saturday.. literally cried my eyes out for the first hour i was there (i was already nasueated) and then the crying set on a headache which then would have built up to a migraine. Without reading the back of the bottle i swallowed a dose and then noticed it may cause dizziness and drowsiness. So then i ate an apple, attempted to help out some of my co-workers w/ our job and then I suddenly felt elsewhere. Like, I knew i was at work, but i didnt feel like i was there. I didnt even feel like i was in my own body. I told my supervisor and manager and they both said ""well we have plenty of staff on right now, go take a 30min break"" so i did, sat outside did some meditative breathing. After 30 min past i came back inside and was freezing. Then like 3 people told me "" you don't look so good..maybe you should go home"" So i called my boyfriend and he picked me up, went home , took a bath, and a nap. Awoke feeling completely revived. It was just the initial experience of my body trying to recognize what i just induced (also fighting off the drowsy) and i felt so lost within myself. My boyfriend even told me my eyes were glassy and all over the place. So i would suggest (for me anyways..) to only take this drug If you have nothing planned for the next couple hours. I wouldn't suggest taking this at the office or whereever you happen to be employed. I hope this review helps some of you..",4,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",8
148740,25-34,Migraine Headache,9/1/2011,sumatriptan succinate,7741,5,3,"I was given the generic version of Imitrex... it helped somewhat, but I have had to take a second dose and still don't have FULL relief of the migraine. The makers (Ohm Laboratories) should note that the pill is so vile tasting that it brought about another round of vomiting -- not what the migraine sufferer wants to encounter!",3,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",5
148744,35-44,Migraine Headache,7/28/2011,sumatriptan succinate,7741,3,2,doctor gave it for migrains,2,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",2
148745,35-44,Migraine Headache,5/14/2011,sumatriptan succinate,7741,4,4,seems to work well if taken at earier onset of migraine,4,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",3
148749,35-44,Migraine Headache,5/1/2011,sumatriptan succinate,7741,5,3,"I have experience migraines for atleast 25 yrs.  I have taken alot of medications for these.  I have taken Midrin, Sumatriptan, Amerge, Imitrex and Zomig over the years. The last medication I was taking was Zomig.  Of all the meds Amerge, Imitrex, & Zomig worked the best. I have just this year turned back to the generic brand, because of insurance change and the other medicine were going to cost to much.  The ""name brand"" worked the best for me and am somewhat disappointed that I can no longer get that because of cost.  I am happy that there is affordable treatment for this as before I would ration my med and take only when I really needed to be able to function.  I just have to make sure that I take this med early as possible when I feel migraine coming on in order for this to relieve symptons.",4,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",5
148750,55-64,Migraine Headache,4/27/2011,sumatriptan succinate,7741,5,5,I have suffered migraines for years. Other medications did not stop the migraine completely and still left me feeling nausea and quite ill.I then bought Imigran tablets from the Chemist (as advertised)two tablets cost £8! wow they are amazing.Within an hour I feel a lot better. I do not have to take time off work. They are my life line. Thank you to who ever invented Sumatriptan.,5,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",7
148753,19-24,Migraine Headache,4/23/2011,sumatriptan succinate,7741,3,3,"Took the first dose at the onset of a migraine, I felt better, but then felt like it was coming back. After 2 hrs I took a second dose of sumatriptan and it got better, but did not go away.....Maybe im just disappointing that it did not go completely away,but It did help relive the pain significantly.",3,Male,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",6
148756,45-54,Migraine Headache,4/7/2011,sumatriptan succinate,7741,5,5,I have used this medication since it's FDA approval. It has been a true God send for me. I have no idea what I would have done without it. Certainly I would have not been able to continue my employment throught to retirement. ,5,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",4
148757,19-24,Migraine Headache,3/17/2011,sumatriptan succinate,7741,5,4,"I was switched to this about 9 months ago, it's much more effective than the old medication.  However, it makes me extremely tired and have to urinate a lot during the day after I take it.  I also get tingling in my jaw and weird sensations in my hands/feet if they get too cold or hot, but I can live with that over a migraine.",4,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",4
148758,45-54,Migraine Headache,1/24/2011,sumatriptan succinate,7741,5,5,"I have been a migraine sufferer since I was a teenager and was given everything under the sun to alleviate them, suffering even through pregnancies not able to take anything.  About 15 years ago when I was in my 30's, a very good doctor introduced me to Imitrex, and boy, did the sun begin to shine again!  Because of insurance I take the generic form now.  I still think the brand works better, but I'm still happy when the pain goes away!",4,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",4
148759,19-24,Migraine Headache,1/5/2011,sumatriptan succinate,7741,5,5,"I have been experiencing migraines for 12 years and I was never diagnosed until last summer. My doctor then put me on this medication. My only complaint is that I get severe nausea 45 minutes after taking the drug. Otherwise, the migraines are guaranteed to go away! I'm so glad I found an end to my suffering!",4,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",2
148760,45-54,Migraine Headache,12/18/2010,sumatriptan succinate,7741,5,5,"after being on maxalt and midrin which was taken off the market, this is phenomenal! i have constant light sensitivity with almost an impending headache at all times. It helped with the multiple areas of pain for my migraines. ",5,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",1
148761,45-54,Migraine Headache,12/13/2010,sumatriptan succinate,7741,5,5,"Migraine sufferer for years. nothing helped.Discovered this medicine through a trial clinic.Best chance i ever took. Never leave home without it.Usually takes 1 to 2 hours to take full effect,with no side effects,rarely do i need a second dose.",5,Male,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",2
148762,65-74,Migraine Headache,12/11/2010,sumatriptan succinate,7741,5,5,I have been taking this drug for about 15yrs in 50mg doses.  It has never let me down.  My migraines are not as severe as others experience.  I never have nausea or loss of vision.  Mine consist of a severe pain running from the back of my neck over the top of my head to my brow - always on one side only.,5,Male,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",9
148763,35-44,Migraine Headache,11/21/2010,sumatriptan succinate,7741,5,5,"I have been using this medication for a long time and I would say that it is a miracle drug. Once it has kicked in, I am able to resume normal activities as if I didn't have a migraine. I couldn't survive without it.",5,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",2
148764,55-64,Migraine Headache,11/8/2010,sumatriptan succinate,7741,5,5,"This is absolutely the best stuff! I used to  have really bad migraines and I wish I had Imitrix then. But my headaches are minor now, so I take only 25mg. at a time and it works like a charm! A family member takes it also and functions wonderfully on it. No side affects to  my low dosages.",5,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",1
148765,45-54,Migraine Headache,10/31/2010,sumatriptan succinate,7741,1,1,"The Sumatriptan that was given to me loosely, in a bottle, is different than the foil pack according to my pharmacist. I became very ill after my pharmacy filled my Sumatriptan prescription with the white round tablet instead of foil pack. When checking with the Pharmacy, I found that the non-foil tablets contain ""SULFA"" which I am HIGHLY ALLERGIC TO.  Therefore, I became very ill!!",1,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",8
148766,25-34,Migraine Headache,10/21/2010,sumatriptan succinate,7741,5,4,I have been suffering from migrains doe as long as ai can remember. This medicine is a miracle! I dont know what i would do without it!,5,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",1
148767,25-34,Migraine Headache,9/19/2010,sumatriptan succinate,7741,5,5,This medicine works great for me and is such a relief! I take one 100 mg tablet and it can almost always completely eliminate the migraine (even when it is full on).  Rarely I will take two.  It usually takes a while to start working (30-45 min).  I will feel no relief at all for the first 30 minutes then I start to feel a tightness in my jaw.  Right after this side effect happens the migraine is usually completely gone in just a few minutes.  This works considerably better than anything I've tried in the past.  I do not get nausea or fatigue or any alteration of mental state on this drug.  Other than the temporary jaw sensation I get no side effects at all and can continue my day as usual.  ,5,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",2
148768,35-44,Migraine Headache,7/22/2010,sumatriptan succinate,7741,5,1, ,1,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",0
148769,45-54,Migraine Headache,7/3/2010,sumatriptan succinate,7741,5,4,"I'm a VA hospital patient and the VA changed me to this about 5 months ago. So far it seems to work as advertised. Only 1 time a headache came on faster than the pill could work, then the only relief is a trip to the hospital.
  I have only needed 1 pill 99% of the time. Recently my headaches have been increasing in frequency but the sumatriptan has been for the most part kept them at bay. 
  I have never had side effects, not even bieng tired/sleepy. Pretty happy so far!",4,Male,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",1
148770,35-44,Migraine Headache,6/2/2010,sumatriptan succinate,7741,4,4,"This pill has changed my life!!  It does work best right at the onset of the migraine-wipes it right out.  I do have side effects-makes me very tired for a couple of hours and I have tightening of my jaw and some muscle tightening....also can not touch hot water, it feels like it is burning me.  It is so much better than the brutal hell headaches I used to get that would last for days!",5,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",1
148771,45-54,Migraine Headache,5/15/2010,sumatriptan succinate,7741,5,4,"The medication works well to get rid of my migraine, but it makes me sick to my stomach. I have to take a nausea med along with it.",3,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",1
148772,25-34,Migraine Headache,5/4/2010,sumatriptan succinate,7741,5,5,"I have had migraines for years, usually just one or two a month, but they were terrible.  My doctor prescribed me Imitrex and it wipes out the migraine IF I take it soon enough.  Always carry these with you!  When Imitrex went to generic form I was so relieved, but with the generic I have noticed I get dizzy sensations after taking it for about the next 12 hours.  Not too bad, and it's much better than the migraine, so I still think it's a miracle!  ",4,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",2
148773,45-54,Migraine Headache,4/9/2010,sumatriptan succinate,7741,5,5,"I have had excruciating headaches since I was a teenager, but they were not diagnosed as migraines until I was in my 40's.  Once I was prescribed the Imitrex I feel like a totally different person.  If the pain is caught at the onset, the headache will usually go away before it gets severe.  It is very rare that I will need to take more than one tablet to get rid of the pain.  This has been a true life-saver for me.  Before I had Sumatriptan (Imitrex), I was down for 2-3 days and could not function AT ALL.  I missed work, and a lot of life due to the pain.  
As I get older the headaches are less frequent, and so I do believe that my headaches are triggered by my hormones.  I keep hoping that before too long I won't have the headaches at all.  For those who suffer from the dreaded migraine, I honestly believe that there IS hope.  ",5,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",3
148774,19-24,Migraine Headache,3/29/2010,sumatriptan succinate,7741,5,5,"Best cure for my migraines, makes me drowsy and sleep for about 2 hours and when i wake up the migraine has vanished. 
it is a life saver!",5,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",0
148775,19-24,Migraine Headache,2/19/2010,sumatriptan succinate,7741,5,1,i did not touch my migrain at all or help my nausea. about an hour later my head felt much less painful but then it just exploded back. ,1,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",0
148776,19-24,Migraine Headache,2/17/2010,sumatriptan succinate,7741,5,5,"For me this medicine is a miracle. It takes about an hour for it to set in, but after that it's as if I had never had a migraine in my life. The only side effects are a slight tingling sensation which causes me to sneeze. Though, I'd take that side effect over a migraine any day. ",4,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",0
148777,35-44,Migraine Headache,2/5/2010,sumatriptan succinate,7741,5,5,"Have been dealing with migraines for about 10 years.  50 mg's works every time.  The only downside is that it makes me tired and I need to sleep for about one and a half hours.  When I wake up, I'm totally pain free.",5,Male,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",0
148778,35-44,Migraine Headache,2/2/2010,sumatriptan succinate,7741,5,3,I just took my first pill ever about 4 hours fell asleep and just woke up.  Headache is about half gone but I can feel it coming back so I just took another one.  When I woke up from the nap my legs felt really tired and my hands  where clenched into fists and it was kinda painful to get them to unlock. We will see what happens after this second dose.,3,Male,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",0
148779,55-64,Migraine Headache,1/14/2010,sumatriptan succinate,7741,5,5,"I have been suffering for over 41 years with migraines, and this is the only thing that works for me.  I do have several side effects: tightness in throat, tingling in face, muscle soreness, which occurs when the drug is kicking in and it only lasts no longer than 5 minutes then the headache is gone.",5,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",1
148780,25-34,Migraine Headache,12/23/2009,sumatriptan succinate,7741,5,4,"I began taking this medication to treat migraines and bad headaches. No over the counter medication has ever worked for me so it has been amazing to find something that can give me relief after years of suffering! If I take 100mg at onset, I have a 90% success rate. I often feel tired and get a bit of a sore throat but it beats the agnony of a migraine. I love Relpax and find that it works even better for me, but this is much more affordable, although still quite expensive. ",4,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",3
148781,45-54,Migraine Headache,11/27/2009,sumatriptan succinate,7741,5,5,The only side effect I have had has been strong leg and arm fatigue the next day after taking Sumatriptan. The headache has been wiped out within 1 hour after taking medication. ,5,Male,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",0
148782,35-44,Migraine Headache,10/30/2009,sumatriptan succinate,7741,2,4,This works for me but when I take it I have a problem with the effects. I don't get the migraine but my vision is still darkened and I feel like a weight is being placed on top of me and I get tired. But no headache,3,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",1
148783,19-24,Migraine Headache,10/17/2009,sumatriptan succinate,7741,5,5,This works well at taking the migraine away for me. But my tongue was swollen and my neck hurt pretty bad for about five hours. If you have migraines you know anything is worth a shot but I won't take it again. It was just to scary for me.,1,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",0
148784,25-34,Migraine Headache,10/16/2009,sumatriptan succinate,7741,5,4,"I have been on several medications for my migraines and so far this one does help.  Best to take it at the onset, just takes longer if you wait.  I have figured out that I have virtually no side effects if I take it on a full stomach.",5,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",2
148785,45-54,Migraine Headache,10/4/2009,sumatriptan succinate,7741,5,5,It was my first time using the medication. I've been using it for a month now. It was the only thing that work for me. Have tried other ones with no results. Finally found the right one that works for me.,5,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",0
148786, ,Migraine Headache,9/18/2009,sumatriptan succinate,7741,5,5,"I take a 100mg. tablet along with one Aleve.  Works for me every time.  Also, it has to be Dr. Reddy's brand.  Anything else doesn't work.

Too bad my insurance hardly covers it.",5, ,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",0
148787,35-44,Migraine Headache,9/11/2009,sumatriptan succinate,7741,5,5,"It takes too long to work and it makes my throat sore, but at least it takes the edge off the pain.",4,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",2
148788,55-64,Migraine Headache,9/2/2009,sumatriptan succinate,7741,5,5,"I have used this medicine for a long time and it is the only thing that i have found that, if taken at the onset of a migraine, it will relieve it within 20-30 minutes 95% of the time.  I originally was using the self injected method and I am very happy with the oral med.  Prior to using this med I could be down and out sometimes for several days, vomiting and seeking a dark quiet spot in the back of our clothes closet.  This med is a miracle for me.  I only wish it also helped everyone with migraines.  ",5,Male,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",4
148789,35-44,Migraine Headache,8/14/2009,sumatriptan succinate,7741,5,1,"nausea,hot flash,eyes dialted, not really taking the head away
",1,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",0
148790,55-64,Migraine Headache,7/27/2009,sumatriptan succinate,7741,5,5,Take 50 mg and works great. Makes me a little achy but it's worth it. Have to watch for rebound though if you have frequent headaches.,5,Female,"Flushing, feelings of tingling/numbness/prickling/heat, tiredness,  weakness , drowsiness, or  dizziness  may occur.",0
