,Age,Condition,Date,Drug,DrugId,EaseofUse,Effectiveness,Reviews,Satisfaction,Sex,Sides,UsefulCount
354974,45-54,Facial Nerve Pain,6/5/2012,carbamazepine,1493,5,5,"The pain was intense while it lasted, but with the Carbamazapine it subsided greatly.  I can tell that it is still there because my teeth and gums are numb to the touch making it difficult to eat.  I have found a tremendous help with a Chiropractor. I am not a big fan, but went in with back pain and told him about TN and he did research and when I had pain, he helped it a lot.  Reduced the swelling and the pain went completely away after a few days.  Make sure you find a Chiropractor that practices the ""Gonstead Method"".  This is very important.  Tell him to research TN with his method and see if he can help.  I have had two bouts and it went away within two days of each.  No meds.  The doctor who diagnosed me is the head of Neuro-Surgery at Duke University.  Dr. Allan Friedman.  He told me to not use the Carbamazapine unless I had pain.  The drug makes me very tired and want to sleep all the time.  I was diagnosed 2-3 years ago.  Let me know if a Chiropractor works for you! ",3,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",11
354985,55-64,Bipolar Disorder in Remission,5/24/2012,carbamazepine,1493,4,4,"watch for OD effects ie: drowsiness, on Diazepam and codiende.  I was treated for Bipolar and this is my second time on it.",4,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",4
354992,55-64,Prevention of Seizures following Head Injury or Surgery,4/27/2012,carbamazepine,1493,5,5,great medication for partial temporal lobe seizures.Time release....must take on time every day.,5,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",0
355000,45-54,Facial Nerve Pain,4/7/2012,carbamazepine,1493,2,4,"It is hard for me to take at the  same time every day. And it has a bad after taste, and you have too eat when you take it also.",3,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",4
355009,45-54,Facial Nerve Pain,1/22/2012,carbamazepine,1493,4,2,"Intense chronic pain related to TN. Taking this med along with 30 mg Oxycodone. Pain is most always present. This med has left me confused, effected recall & caused dizziness w/loss of coordination. The ineffectiveness of availale meds is quite disheartening. ",1, ,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",6
355010, ,Epileptic Seizure,1/13/2012,carbamazepine,1493,5,5,"I have been using this medication (first Tegretol, more recently the generic Carbamazepine) for more than 20 years. It has controled my seizures perfectly and, after an initial adjustment period, has very few minor side effects. ",5,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",2
355022,45-54,Other,12/5/2011,carbamazepine,1493,4,3,"prescribed for cluster headaches.  Reduced the intensity of the headaches but I still get them.  The side effects are pretty severe, heart punding, unsteadiness, diziness.  I am weaning off of them now and won't take them again.",1,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",1
355030, ,Epileptic Seizure,9/14/2011,carbamazepine,1493,4,5,"Switched to Tegretol (brand name of carbamazepine) after a four and a half months on Keppra as it was no longer working and caused severe emotional issues. Switchover was a bit difficult-dizziness, nausea, tiredness. These symptoms except tiredness subsided after three weeks. Changed time of taking the medication by 1 hour (from 8am and 8pm to 9am and 9pm) and tiredness was resolved. Perhaps this has something to do with circadian rythms. So far, I am very pleased with this medication. ",4, ,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",1
355031,35-44,Epileptic Seizure,9/7/2011,carbamazepine,1493,4,1,"I have used that medication for more than 20 years,not any improvement has not happend yet!Now I take two different medicines,combined together,carbamazepine+topiramate(topamax)Really,I'm very upset,further more for treatment unprofessional of our physician here in Tirana(Albania)They combined kind of medicines,without see descriptions in leaflets,couse they don't have capacity to know one other foreing language!I discovered long time ago as combinatin of topamax+carbamazepin can created some side-effects!But they continued to undervalue that!I nedd your help plesa to consult by yout medical in my e-mail adress http:www.eltonrama007tr@gmail.com             With respect Elton Rama,Tirana(Albania)",3,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",0
355038,25-34,Multiple Seizure Types,9/6/2011,carbamazepine,1493,3,1,Don't feel like myself.,1,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",0
355046,75 or over,Facial Nerve Pain,8/28/2011,carbamazepine,1493,1,5,Causes extreme dizziness,2,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",2
355047,35-44,Nerve Pain,7/28/2011,carbamazepine,1493,4,4,"(Chewable version) Taken for nerve/muscle pain in face.  Stopped pain but made me extremely drowsy and unable to concentrate (and do my job), plus gave me rash around my mouth.  Changed meds to stop the side effects.  Did not work very well for me; would avoid taking it again if possible.",1,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",0
355054,19-24,Other,7/17/2011,carbamazepine,1493,4,5,"I have been satisfied with this drug in use for m Dystonia. But I find now that being on the medication for over 5 years, i am beginning to experience several side effects",1,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",1
355063,45-54,Epileptic Seizure,6/20/2011,carbamazepine,1493,5,5,"I have taken a few medications. Among what i have taken, this has been the most affective",5,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",0
355064,55-64,Facial Nerve Pain,6/1/2011,carbamazepine,1493,2,1, ,1,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",0
355071,55-64,Bipolar Disorder in Remission,5/25/2011,carbamazepine,1493,4,4,Can't say that I have any face pain. Was tired in the beginning but not now. Am taking 600mg once a day,3,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",3
355080,45-54,Prevention of Seizures following Head Injury or Surgery,5/7/2011,carbamazepine,1493,5,5,"I was having Gran mall Seisures once every three months while on Carbatrol capsules-taking 3 capsules in the morning & 4 capsules in the evening.Now-on CARBAMAZEPINE Tablets EXTENDED RELEASE,I haven't had a seisure in 6 months AND I ONLY TAKE I TABLET IN THE MORNING AND 1 TABLET IN THE EVENING !!!!! ",5,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",0
355090,35-44,Epileptic Seizure,4/12/2011,carbamazepine,1493,5,3, ,4,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",0
355091,55-64,Facial Nerve Pain,4/2/2011,carbamazepine,1493,5,4,When I started using this medicine my teeth even hurt and I wanted to pull them out.  And my face hurt so bad that I wanted to eat a bottle of pain pills but I got these pills and am doing better. ,4,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",3
355098,35-44,Bipolar I Disorder with Most Recent Episode Mixed,3/29/2011,carbamazepine,1493,4,3, ,1,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",0
355099,25-34,Bipolar I Disorder with Most Recent Episode Mixed,2/27/2011,carbamazepine,1493,3,3,Severe nerve pain in legs and the bi-polar has calmed down but not enough to be satisified with the drug unsure if this is the right choice for me unable to sleep at times. Also used in conjunction with hydrozine temper is still there and black outs at times to.  Hypo mania is also present with this drug alot of times.  Can flip from calm to angry in a short span of time just my review on how it affects me.  Also shakes are very common since starting medication.,2,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",3
355108,55-64,Epileptic Seizure,2/6/2011,carbamazepine,1493,4,3,"I am not sure if the generic is causing me to have loss of balance, tunnel vision, my legs to go totaly limp and some other simptoms for 2-3 days once every 5-6 weeks.  This did not every happen when I was on the brand name.  As I said I am not sure it is the generic, but my sister (also epileptic) had the same problem.  She fixed it by switching back to the name brand.  My problem started a little after I started the generic.  I had been on the name brand for 15-20 years before.  Can't tell, the body gets older also.  I seem to have a loss of memory also ... not sure about that ...   ",3,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",1
355109,25-34,Facial Nerve Pain,1/25/2011,carbamazepine,1493,5,4,"Holy Moly, I was sitting on the couch just before XMas & BAM! I was hit with the worst pain in my life. Mine occurs at the top of the cheek, below the eye. It took me a week to finally go to ER cuz I just thought it'd go away & was saddened to find out about this ""disorder"". So little knowledge...I was prescribed Tegretol/Carbamazepine started out 1(200mg) 2x/day, then changed to 2 2x/, also at this change Gabapentin/Neurontin was added 1st 1(300mg) 2x/day, then 2x/day. It's now been 5 weeks & I'm only just now finally starting to see/feel the change happening. I do take pain meds as needed, which is slowly declining. But my concern is how long I'll need to take the meds as I'm a young female looking to get pregnant w/in 2 yrs & these meds are frowned upon during pregnancy. I hope they find out more info on this agonizing pain!",3,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",10
355116,45-54,Facial Nerve Pain,1/15/2011,carbamazepine,1493,3,4,"I take this for TN.  I started on a low dose and was pain free.  Doctor tried weaning me off and after 3 days had pain again.  About 3 weeks ago had intense pain and doc increased to 1200 per day and tramadol. Pain under control, but I am tired all day and feel like my brain short circuits.  I've never been ditzy til now. Often forget words while talking. Constantly yawning.  Was able to stop tramadol, but am afraid to reduce the other, so for now I pretty much work, eat and sleep and that's about it!",4,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",15
355124,25-34,Bipolar I Disorder with Most Recent Episode Mixed,1/6/2011,carbamazepine,1493,5,4, ,4,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",0
355130,45-54,Facial Nerve Pain,1/6/2011,carbamazepine,1493,4,4,I was started on this medication following facial shingles which left me with TN.  I developed a shingles outbreak while undergoing treatment for leukemia.  I found the drug to be much more effective than neurotin with occasional TN episodes.  After about a year I began having more episodes with an increase in pain with each episode.  My physician increased my does from 200 am 400pm to 400 twice a day.  I found myself depressed wanting to sleep 12-14 hours day and chronic dull headaches.  I am going back to my original dose and hoping for the best.  To all you TN suffers out there I pray a drug will be developed soon to releive us of our pain without all the side effects.  My physican couldn't put me on carbamazipine until I finished all my chemotherapy but it has definately been the best drug so far (except narcotics) in controlling the pain.,3,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",8
355137,45-54,Bipolar I Disorder with Most Recent Episode Mixed,12/31/2010,carbamazepine,1493,5,1,I am a bit more calmer but overall i don't see a big change. Maybe to soon yet. It has been almost 3 months.,2,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",0
355145,55-64,Epileptic Seizure,12/20/2010,carbamazepine,1493,5,5,"No seizures in 20 years @ 200 mg twice a day, but it decreases my intelligence and learning ability. Easily earned a commercial pilots license before using the drug, but now find call center work taxing. Learned 7 languages before, including Russian, Japanese, & Hebrew; now can't seem to learn Spanish. IQ was about 140, now about 100. Mental processes seem about 1/3 previous speed. On listening to recordings, my speech seems decidedly slow, even when I was trying to talk fast.  These problems were slightly alleviated while I was taking Simvastatin 20 mg/day. Only 2 incidents of obvious dosage problems (not user related) & 1 of those was outside the US. Stupidity is hard to take after being borderline genius, but it's better than seizures.",4,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",4
355151,45-54,Facial Nerve Pain,12/10/2010,carbamazepine,1493,5,3,"I have been taking the meds for a month.  200 mg split in half twice a day.  I felt better at first, but then the DR upped the dose and I got lots of the listed side effects including hair loss.  I am ashamed to admit it, but I was almost more upset about the hair loss than the jaw pain!   So, I am taking 200mg split in half again and ALEVE.  Honestly the less I think about it the better I feel.  But I went on this site when I was first prescribed the medication and felt obligated to share as everyone else has.  Thank you.",3,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",12
355161,45-54,Facial Nerve Pain,12/4/2010,carbamazepine,1493,5,5, ,5,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",3
355169,55-64,Bipolar I Disorder with Most Recent Episode Mixed,11/26/2010,carbamazepine,1493,5,1, ,1,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",0
355176, ,Facial Nerve Pain,11/1/2010,carbamazepine,1493,4,4,bad bilateral facial pain.  Tegretol and tramadol have worked wonders.,4, ,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",6
355177,55-64,Nerve Pain,10/11/2010,carbamazepine,1493,5,4,"This medication has helped with my pain from my Diabetic neuropathy in my lower legs.  In a matter of 1 day of taking this drug, the pain became bearable.  Within 2 days the pain is almost gone.  I was taking Lyrica but it is not yet generic.  Carbamazepine is generic.  I'm on a fixed income so this medication is very helpful for me",4,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",2
355185,25-34,Convulsive Seizures,10/5/2010,carbamazepine,1493,2,3,"THis med is stranly taken me out of self, i cant go to the bathroom i feel sooo tired and i have dry mouth and confusion like crazy",2,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",0
355193,35-44,Epileptic Seizure,5/17/2010,carbamazepine,1493,3,3,"i m taking it from more than 3 years, but my headache never goes.",3,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",1
355194,45-54,Bipolar I Disorder with Most Recent Episode Mixed,3/29/2010,carbamazepine,1493,4,4, ,4,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",0
355202,55-64,Convulsive Seizures,3/18/2010,carbamazepine,1493,5,5,I've been on this medication for 16 years and have been totally seizure free.,5,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",1
355213,45-54,Facial Nerve Pain,2/17/2010,carbamazepine,1493,3,4,"Since starting this medication I have a difficult time remembering things, especially when I am suppose to take the medicine.  I also have an issue with fake heaving and mucus build up.",4,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",13
355221,25-34,Bipolar I Disorder with Most Recent Episode Mixed,2/11/2010,carbamazepine,1493,1,1,This has made me severly hostile and even violent.  My mood on the medication was very dark and thoughts of harming other. I have had horrible violent thoughts.  I stopped taking this med immediatelty ,1,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",5
355222,7-12,Prevention of Seizures following Head Injury or Surgery,1/12/2010,carbamazepine,1493,4,5,"My 7 year old boy had his first siezure 9 months ago. We are still learning about this condition and have had more insight reading reviews. I have more questions to ask our doctor and have learned a lot more from WebMD. He has had siezures occur even if he missed one dose, and also figured out that if he doesn't get enough rest, siezures will occur at school. He had his first siezure while walking last week (at school)and ended up with a bloody nose and fat lip from the fall. We may need to up his dose during his check up this month. A doctor believes the siezures are caused by an injury to the brain but there was no injury that we know of that happened to him. The medication works wonders and he has no side effects other than a stomach ache once in a while. Does anyone know of any support group sites with live chat?",3,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",1
355230,35-44,Nerve Pain,12/28/2009,carbamazepine,1493,5,4,"The only drawback is that I have to get my blood taken to check the level. It seems to have worked when Gabapentin petered out on me, which happens from time to time.",4,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",1
355238,45-54,Manic-Depression,12/27/2009,carbamazepine,1493,4,5,"Prior to taking this med daily functioning was limited to manic episodes then difficult depressions that I couldn't seem to get past. This med has been a life saver. I ""feel"" GREAT...no highs or bottom lows. I ""feel"" normal/level. No ups or downs. I'm loving life and enjoy living and laughing :O)",5,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",6
355248,35-44,Epileptic Seizure,12/23/2009,carbamazepine,1493,5,5, ,5,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",0
355258,45-54,Facial Nerve Pain,12/23/2009,carbamazepine,1493,4,4,"I take this medication in conjunction with Neurontin for Trigeminal Neuralgia (sharp, stabbing electric like pain in my face that will stop me in my tracks when it hits).  I have had this condition since 1997 and after trying many combinations of medications, this drug and Neurontin together have been wonderful.  ",4,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",11
355267,35-44,Facial Nerve Pain,12/15/2009,carbamazepine,1493,4,4,"At first I was very dizzy and fatigued,now I am just fatigued and only sometimes get dizzy.But somewhat effective for my pain.",4,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",4
355275,45-54,Prevention of Seizures following Head Injury or Surgery,12/5/2009,carbamazepine,1493,1,3,Its been quite a few years ago but I insidiously developed chemical hepatitis w/ liver enzymes becoming very elevated & pain in upper right quadrant of abdomen. In addition I had a severe headache w/ temperature of 103 degrees (F). It was diagnosed as chemical meningitis. Very sick and was in hospital for 9 days waiting for diagnosis. Never been so sick...,1,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",0
355282,25-34,Facial Nerve Pain,11/5/2009,carbamazepine,1493,5,5, ,5,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",5
355283,35-44,Epileptic Seizure,11/3/2009,carbamazepine,1493,4,3,800 mil a day but ive siezed 4 times recently,3,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",0
355293,25-34,Bipolar I Disorder with Most Recent Episode Mixed,10/12/2009,carbamazepine,1493,3,3,"I'm taking this to supplement my lithium, and I wish I could just take more lithium. Why do the cheapest drugs have to have the most side effects? I'm studying a new language, and taking lots of classes, and often I'm too confused to pay attention, and when I'm not confused I'm falling asleep. But maybe the drugs are helping... or maybe I just haven't had another episode yet. ",1,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",4
355303,35-44,Prevention of Seizures following Head Injury or Surgery,10/10/2009,carbamazepine,1493,3,1,I have several bad reations to this medications and would not recommend it to anyone.,1,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",0
355304,19-24,Bipolar Disorder in Remission,9/13/2009,carbamazepine,1493,4,4,I have been on everything for my bipolar and this is the only drug that works for me!! I LOVE IT!!,4,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",6
355312,45-54,Extreme Discomfort in Calves when Sitting or Lying Down,8/28/2009,carbamazepine,1493,5,4, ,4,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",0
355320,45-54,Facial Nerve Pain,8/17/2009,carbamazepine,1493,4,1,"I was referred to an ear, nose & throat specialist because of recurrent - though sporadic - bouts of facial nerve pain (specifically in the upper left sinus/cheekbone area & behind and under the left eye). The pain would usually occur during sleep when the discomfort would be strong enough to wake me up. I've had some relief with Advil, but the pain was so unusual and localized, I was sure I should be checked out. Had not had a bout of it in about two weeks when I went to the ENT.    

Last week, after taking just one(my first)dose of Carbamazepine,I experienced a very bad recurrence in the middle of the night.  Dr. wants me on 200 mg. once a day, but now I'm afraid to take it again! ",1,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",7
355329,55-64,Facial Nerve Pain,8/14/2009,carbamazepine,1493,5,5,Only carbamezapine...NOT eridol,5,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",4
355330,19-24,Prevention of Seizures following Head Injury or Surgery,6/17/2009,carbamazepine,1493,5,3,"I've been on this drug for about 17 years. It was completely effective until I was 17 at which time i started to suffer from seizures again. I increased the dosage which made me burnt out, then started another drug, lamotrigine, which has been good, but I've still have partial and a couple grand mal seizures over the last 5 years. Now I'm noticing what appear to be side effects from the list on here. Random pain, and most importantly erectal dysfunction.  ",4,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",0
355338,35-44,Facial Nerve Pain,6/12/2009,carbamazepine,1493,5,3,"Diagnosed with TN at 30 it has been an interesting journey.  It took about 3-5 months to get the right combination of drugs, carbamazapine and sertraline.  Finally the pain subsided and became more of a dull ache than the stabbing spasms of electric shocks.  My dose became so high (600mg daily) just to control the pain.  It was worth it.  Then after about 2-3 years it stopped working.  I couldn't take any higher dose so switched to neurontin for 6 months.  Not as effective.  Tried accupuncture, seemed to help for quite a while, a year or more I'd say.  Then almost like magic symptoms went away.  I would catch a pain on occasion but nothing but a reminder of what it was.  Now, 13 years later, it is back with a vengeance and I am debating about returning the the drug.  I am not looking forward to that foggy, tired and weak feeling but anything is better than TN pain.  If you can tough out the weakness and find the right therapeutic dose, it worked for me.  I am counting on it working again.",3,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",10
355347,65-74,Facial Nerve Pain,6/11/2009,carbamazepine,1493,5,5,I have experienced weakness in my legs and tingling sensations in my feet and thighs. I wonder if the medication could cause this,5,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",6
355348,25-34,Multiple Seizure Types,6/9/2009,carbamazepine,1493,5,5,my 7yrs old son have been taken to drug for his seizure problem it has been effective from the very start,5,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",1
355361,25-34,Bipolar I Disorder with Most Recent Episode Mixed,6/7/2009,carbamazepine,1493,5,3,"I have only been on this drug for about a week, but I am having episodes of ""spacing out"", almost like I'm drunk.  Does that feeling go away, or is this going to continue?  Has anyone else had these same symptoms and if so how long did they last?",2,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",4
355372,35-44,Other,6/6/2009,carbamazepine,1493,5,3,"This was administered in the treatment of shingles. It has somewhat quited the pain from the shingles, but the pain is still persistent, and sometimes flares, giving shooting pain in the affected area.",3,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",2
355383,55-64,Convulsive Seizures,5/28/2009,carbamazepine,1493,5,5, ,5,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",0
355384, ,Facial Nerve Pain,5/26/2009,carbamazepine,1493,4,4,"Taking this for TN. Also have MS.  Med works for the TN but makes me so weak I cannot transfer from my wheelchair to the toilet & back.  Must have assistance.  Lose all strength in both my legs and arms.  

Have backed off on dosage to try and gain some strength back, but can only go about 24 hrs without taking another 'poison pill' (as I call them) because the TN becomes excruciating.  (It really is the 'suicide disease' because you just want to be put out of your misery.)  

If the drug didn't make me so weak, it would be a godsend, but now I have to decide which is worse:  the TN or the extreme weakness.",2,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",4
355394,25-34,Convulsive Seizures,5/4/2009,carbamazepine,1493,3,1,since i have been taking this medicine there's things that i forget and it makes me feek like i am drunk are you supposed to feel this way while on this medicine,2,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",2
355402,55-64,Epileptic Seizure,3/23/2009,carbamazepine,1493,5,5,I HAVE BEEN TAKEN CARBAMAZEPINE FOR ABOUT 16 YEARS. HAVE NOT HAD A SEIZURE SINCE. HAVE HAD NO PROBLEMS THAT I KNOW OF. ,5,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",2
355410,25-34,Epileptic Seizure,3/22/2009,carbamazepine,1493,5,4,"Carbamazepime worked very well for me over the years. The only problem was that over the years my neurologist had to increase my dosage every couple of years. My neurologist told me that carbamazepime was a drug that strangely, tends to build up an immunity to itself, so the longer that you take it the less effective it becomes over the years. I don't know how many people in which this effect tends to happen, but if you are having to increase your dosage every so often, it's most likely that the problem is the one I described. I'm now trying other anticonvulsants, but have not yet really found one that works. ",4,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",3
355419,45-54,Facial Nerve Pain,3/7/2009,carbamazepine,1493,2,2,"I have become dizzy,no help for lower jaw pain. The sensations I have on my face are not painful,just annoying,on my cheeck ,around my eye[left side]and know my forehead.",1,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",5
355420,45-54,Epileptic Seizure,3/6/2009,carbamazepine,1493,5,5, ,4,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",1
355429,25-34,Epileptic Seizure,2/27/2009,carbamazepine,1493,5,5,I HAVE BEEN ON MY SEIZURE MEDS FOR ABOUT 5 YEARS NOW IM VERY PLEASED WITH IT.,5,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",3
355439,55-64,Nerve Pain,2/13/2009,carbamazepine,1493,3,3, ,3,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",2
355440,65-74,Facial Nerve Pain,2/12/2009,carbamazepine,1493,2,1, ,1,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",1
355451,45-54,Prevention of Seizures following Head Injury or Surgery,12/11/2008,carbamazepine,1493,4,4,"I have been on carbamazepine for many years.  Recently I broke out in an itchy rash from head to toe.  When tested, my level was 14.4!  The highest level should only be 6.2.  I stopped immediately.",1,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",1
355458,55-64,Prevention of Seizures following Head Injury or Surgery,11/25/2008,carbamazepine,1493,5,4, ,4,Male,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",1
355468,19-24,Bipolar I Disorder with Most Recent Episode Mixed,11/19/2008,carbamazepine,1493,1,1,This medication has caused me to become severely hostile and extremely easily agitated. Has done nothing but made my condition worse.,1,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",7
355479,45-54,Facial Nerve Pain,11/16/2008,carbamazepine,1493,5,5,"This has been a wonder drug for me!  I could not live without it - after having burning gums, severe jaw and facial pain for over a year, within 2 days of taking this I felt instantly better.  The only ancillary effect is that I don't have any mood highs or lows - just very even keel.  I guess that can be good in a way...",5,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",11
355480,75 or over,Nerve Pain,11/16/2008,carbamazepine,1493,4,1, ,1,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",0
355498,55-64,Facial Nerve Pain,11/11/2008,carbamazepine,1493,5,5,Nerve pain is under control but I am so tired and just feel run down. I slept last night from 7 PM to 7AM and still feel tired.,4,Female,"Nausea ,  vomiting ,  dizziness , drowsiness,  constipation ,  dry mouth , or unsteadiness may occur.",9
