,Age,Condition,Date,Drug,DrugId,EaseofUse,Effectiveness,Reviews,Satisfaction,Sex,Sides,UsefulCount
63132,65-74,Pain,12/16/2012,naproxen,5173,4,4,"I was taking Vioxx for back pain for less than a year and developed an ulcer.  Then the Dr. prescribed Naproxen after my ulcer was repaired.  Not a good drug for me.  Naproxen started the ulcer again, major stomach pain, heartburn, and nausea at times.  I have discovered, for me, that I cannot take any kind of anti-inflammatory drug, even over the counter ibiproferin (?) will start my stomach pain again.   So maybe that could be part of the stomach problems that have been mentioned here.

When the ulcer first started with the Vioxx, my Dr. had me take all the drugs for GERD, heartburn, anything related to the stomach.  Nothing worked, after multiple tests, I finally insisted on the test where they use a camera in your stomach...sure enough, there was the ulcer!!  Stated taking ACIPHEX and it was almost instant relief!  Sometimes you have to listen to your own body.  The ins. companys would rather go with trial and error than try the best (?), more expensive drugs/ treatment and the Drs.usually go along with them.  I suffered for over a year with my stomach trying different drugs, changing my eating, etc. Even had a colonoscopy!! I finally told the Dr. ""no more crap"" and that I wanted the gastro test, and that's when I was proven right.  ",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",29
63137,65-74,"Disorder characterized by Stiff, Tender & Painful Muscles",12/16/2012,naproxen,5173,5,5,4 yrs ago I was taking 6 aleve daily and without any warning what so ever I had a massive bleeding ulcer.,5,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63142,45-54,Head Pain,12/14/2012,naproxen,5173,1,1,I was taking naproxen for two weeks for head pain. had abdomen pain all the time had to go to the ER two times for the pain.,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63147,65-74,Rheumatoid Arthritis,12/11/2012,naproxen,5173,5,4,"i use naproxium sodium 220's x3 for joint swelling and pain in my lower back, hands, knees and feet. it is an anti inflamatory reduces the swelling and the pain goes almost away.",4,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
63152,55-64,Rheumatoid Arthritis,11/26/2012,naproxen,5173,5,4,it helps the pain in my shoulder due to arthritis in my neck.,4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
63157,35-44,Pain,11/25/2012,naproxen,5173,1,1,"Naproxen I descoverd is a fancy name for tylenol...
which u might as well get over the counter than this.  FYI...TYLENOL DONT EVEN WORK  FOR MY...IBEPROFEN DOES!!!!",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",16
63162,65-74,Inflammation of the Tendon,10/18/2012,naproxen,5173,2,2,"It's hard to say if this medications works as if I do nothing my back does not hurt. If I am up doing things I need to do, it hurts. I had two back operations and tore the tendons on my lower left back last November. Nothing but rest is the supposed cure.",2,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63167,55-64,Inflammation of the Sac Surrounding the Joint - Bursitis,10/10/2012,naproxen,5173,4,1,I took the first dose at approximately 8:00.M. with dinner.  I woke up around 2:00 A.M. with severe stomach pain.  I thought that eventually the pain would go away I by body go used to the new medication.  The stomach pain persisted so I stopped taking it.,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63172,55-64,Gout,10/8/2012,naproxen,5173,4,3, ,3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63177,55-64,"Disorder characterized by Stiff, Tender & Painful Muscles",9/29/2012,naproxen,5173,5,2,I got nosebleeds from this drug that I couldn't control which took me to the emergency room to get a blood clot out of my windpipe.,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63182,55-64,Rheumatoid Arthritis,9/19/2012,naproxen,5173,1,2,It just doesn't seem to work.,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
63188,45-54,Other,9/12/2012,naproxen,5173,1,3,meds are effective but gives me severe heartburn.. prescribed to take 2x 500mgs everyday for cramping of my legs and circulation problems. have stop taking since..,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63193,65-74,Rheumatic Disease causing Pain & Stiffness in Backbone,9/5/2012,naproxen,5173,5,5,"This is a wonderful drug but causes me to swell  like I have been pumped up with a pump on my lower legs from the knees down. Fluid pills do not even reduce the edema in the lower legs.
",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63198,45-54,Pain,8/30/2012,naproxen,5173,5,5,"i have osteoarthritis with a bone chip in my left hand, and carpal tunnel syndrome in my right. job requirements prevent me from taking time off for surgery. napoxen sodium helps keep me pain free and functional.",5, ,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",32
63203,45-54,Inflammation of the Lining of a Joint,8/22/2012,naproxen,5173,4,2,"I'm bruising,hit my leg lightly, bleeding under skin,same things with my hands.Dizzy,bending over,getting up. Swelling of hands and feet.       
",2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63208,75 or over,Pain,8/22/2012,naproxen,5173,5,5,taken for hand joint pain. works fast and lasts long. very impressed. I take it sparingly. ,5,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",21
63213,7-12,Joint Inflammatory Disease in Children and Young Adults,8/11/2012,naproxen,5173,5,5,LOVE IT took care of joint pain in one dose,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63218,45-54,Other,8/5/2012,naproxen,5173,4,5,"It was prescribed for carpul tunnel pain and hip pain.  Took one pill, 500 mg Friday night, slept great. No pain whatsoever. Took another pill after breakfast. Enjoyed a wonderful day of shopping. Took my nighttime dose, woke up during night with diarrhea. Still took my morning dose, hoping it wasn't the pill that caused the episode early this morning. It totally took away my pain...especially my hip muscle pain. My fingers are still somewhat achy. Supposed to be on this for two weeks before being referred to orthopedic dr.",4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
63223,45-54,"Disorder characterized by Stiff, Tender & Painful Muscles",7/17/2012,naproxen,5173,3,3, ,3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63228,55-64,"Disorder characterized by Stiff, Tender & Painful Muscles",7/9/2012,naproxen,5173,5,5, ,5,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63234,35-44,Inflammation of the Tendon,7/9/2012,naproxen,5173,5,1,Didn't help for foot pain at all.,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63239,45-54,Other,7/8/2012,naproxen,5173,5,5,take 220mg Aleve every 12 hours for relief from post gallbladder surgery,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63244,55-64,Inflammation of the Tendon,7/2/2012,naproxen,5173,4,3,Started two weeks ago for knee pain. No side effects but only now am I starting to see a differance in the pain. Time will tell! ,4,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63249,25-34,Pain,6/26/2012,naproxen,5173,1,2,Prescribed this less than 24 hours ago for lower back pain 2x 500mg per day. Taken the first two it's now 3.30am and I am unable to sleep and in agony with awful heartburn and still have backache! ,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",26
63255,45-54,Other,6/20/2012,naproxen,5173,4,1,"Severe back pain due to arthritis and disc bulging with degenerative disc disease. Prescribed 500mg twice daily. I took it for two weeks and it provided absolutely NO relief for my chronic back pain. Side effects caused me to feel as if I had to urinate almost constantly. I also have GERD and it seemed to aggravate this, even though I am on a prescription medication treatment. A total waste of time and money. Dr has now prescribed meloxicam (Mobic). I hope this works better for me.    ",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63260,35-44,"Disorder characterized by Stiff, Tender & Painful Muscles",6/19/2012,naproxen,5173,5,4,I was given this med for pain all over and leg swelling. It worked great. Noticed relief same day no more pain and swelling improved. After 1 weeks I stopped taking it. A few months later I noticed weight loss. I started taking it again for a week and noticed more weight loss again. Couple months later I took it for another week now my friends and family notice. I am still on my first bottle of it. No pain and weight loss. Love it. Thanks Doc. ,4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63265,25-34,Inflammation of the Lining of a Joint,6/14/2012,naproxen,5173,4,4,"I have bee on this twice now. A year ago prior to surgery. No issues. And after Surgery again on my wrist this year. Black stool ... when it happens i.e. I have severe constipation. Very difficulty forcing myself to poop, even when using laxatives, probiotics, and excess fiber. It was only 1.5 weeks of use before I stopped taking the med. 1.5 weeks later just barely starting to poop again. Naseau, tummy pains included. I was forwarned by an elderly man of these issues, as he had taken them also. ",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
63271,55-64,"Disorder characterized by Stiff, Tender & Painful Muscles",5/27/2012,naproxen,5173,5,3,I developed high blood pressure after taking one 500mg tablet twice a day for 2 weeks,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63276,75 or over,Inflammation of the Lining of a Joint,5/25/2012,naproxen,5173,5,5,I've developed what appears to be a drug rash on my chest.  I take this drug once every 3-5 days for joint pain.  Is the drug likely to be the cause of the rash?  If so will I get the same response from other NSAIDs?  I've tried several and they all raise my BP without relieving SX.,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63281,55-64,Rheumatoid Arthritis,5/18/2012,naproxen,5173,5,4,"I take 500 mg twice a day and it manages my RA most of the time. if I stop for long, inflammation and pain come back. No stomach problems, but I always take it with food.",4,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
63286,75 or over,Gout,5/16/2012,naproxen,5173,5,5,"Within 24 hours, relief felt from gout and bad join discomfort. Able to return to walking a mile a day without pain. However, has increased volumn of ring of Tinnitus. That's worrisome. ",5,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",3
63292,55-64,Inflammation of the Lining of a Joint,5/14/2012,naproxen,5173,4,4,"I suffer from osteo-arthritis.  This can be extremely painful, when I take Naproxen within half hour the pain is gone.",4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63297,45-54,Pain,5/2/2012,naproxen,5173,5,2,"WORKED ON NECKPAIN, BUT STOCMACH PAIN GOT REALLY BAD. STOPPED TAKING 3 DAYS AGO STILL FELL SICK A LOT, HOPE ITS GOING TO STOP.
NOT WORTH THE RISK.",1, ,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",20
63302,25-34,Pain,5/2/2012,naproxen,5173,4,4,"The medication helps with my pain but I am having other side effects. Black stool, itchy rash in my head and cramps with bleeding.",3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",15
63307,65-74,Joint Damage causing Pain and Loss of Function,5/1/2012,naproxen,5173,5,3,"this medicine has helped with the pain, but I am concerned about the side effects.",3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63312,45-54,Inflammation of the Sac Surrounding the Joint - Bursitis,4/25/2012,naproxen,5173,5,5, ,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63317,55-64,Pain,4/19/2012,naproxen,5173,3,3,I TOOK THIS MEDICATION WITH WATER AND IT WORKED GREAT. I TOOK THIS MEDICATION WITH ORANGE JUICE AND BROKE OUT IN HIVES ALL OVER MY BODY!!!,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",16
63322,55-64,Rheumatoid Arthritis,4/14/2012,naproxen,5173,4,4,I am having surgery in the next few days so I have been off this drug and boy it sure is working because without it I just want to crawl in bed and nver come out the pain is so bad.,4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
63327,45-54,Pain,4/12/2012,naproxen,5173,3,4,I was prescribed this after I fell and hurt my wrist to help with the swelling and pain.  It stops the pain and swelling but after 3 days it started causing bad diarhea.  Do not suggest this drug if you have problems taking aspirin/ibuprofen products because it causes stomach problems at high dosages. 500mg twice daily,3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",21
63332,25-34,Rheumatoid Arthritis,4/9/2012,naproxen,5173,1,1,I had this medication for about 3 weeks for pain in my joints and it does not work at all.im still in alot of pain weeks later.Its makes it hard because im a mom of three and i cant be there like i should...,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
63337,65-74,Joint Damage causing Pain and Loss of Function,4/4/2012,naproxen,5173,5,3,car accident neck injury,3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63342,25-34,Inflammation of the Lining of a Joint,4/1/2012,naproxen,5173,4,3,shottening of joint.,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63347,19-24,Pain,3/30/2012,naproxen,5173,5,5,Any time I feel pain I take 2/500mg and within half hour the pain starts going away. Great prescription!,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",15
63352,55-64,Pain,3/25/2012,naproxen,5173,3,1,"gives me heartburn and upset stomach, does not relieve pain",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",11
63357,65-74,Other,3/18/2012,naproxen,5173,5,4, ,4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63363,55-64,Pain,3/4/2012,naproxen,5173,5,2,I may have a bone spur in my left heel. The naproxen has not helped the pain at all. ,2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",9
63369,65-74,Rheumatoid Arthritis,3/4/2012,naproxen,5173,5,5,I have restless leg symtoms & legs hurt at nightand I take aleive to be able to sleep.,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63375,45-54,Inflammation of the Tendon,3/3/2012,naproxen,5173,4,4,Reduced the pain in my shoulder within 3 hours of taking 275 mg,4,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63380,55-64,Pain,2/15/2012,naproxen,5173,2,1,"It just takes the edge off my pain, gives me constapation(BAD). Makes me cranky and very bitchie when the medication is wearing off !  ",2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",14
63385,55-64,Inflammation of the Tendon,2/8/2012,naproxen,5173,3,3,took 5 doses for tendonitis of rotator cuff. Seemed to help pain. After 5th dose my eyesight became very blurry and had double vision. Won't ever take this again.,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63390,35-44,Inflammation of the Lining of a Joint,2/1/2012,naproxen,5173,5,5,I was pregnant and did not know it when I took this medication for flu in my muscles. I miscarried at the end of first trimester. ,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
63395,45-54,Pain,1/31/2012,naproxen,5173,5,3,I found this drug to be more effective controlling my pain when taking ibuprofen along with it,4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",16
63400,75 or over,Painful Periods,1/30/2012,naproxen,5173,4,4,pain around lower ribs from pagets,4,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63405,45-54,"Disorder characterized by Stiff, Tender & Painful Muscles",1/25/2012,naproxen,5173,4,4,"when i take before i go to bed,i am not as stiff in the morning.",4, ,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63410,35-44,Joint Inflammatory Disease in Children and Young Adults,1/8/2012,naproxen,5173,4,3,"Overall pain relieve, but not effective for lower back pain. Sharp stomach pain with use. Moreover, I do not recommend this drug if you are breastfeeding. I interrupted treatment 2 days ago and my 13 months baby still suffer with stomach pain, reflux (he never had it before, and dizziness. He can't give 4 steps without falling. So much that he become frustrated and became more lethargic. Then I could perceive some difficulty breathing. ",3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63415,65-74,Joint Damage causing Pain and Loss of Function,1/7/2012,naproxen,5173,5,4,Best drug I ever taken for arthritis in my knee.,5,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
63420,45-54,Inflammation of the Lining of a Joint,1/2/2012,naproxen,5173,1,1,"I get pain on my joints sometime I have to take two tablets help little
",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63425,3-6,Joint Inflammatory Disease in Children and Young Adults,12/31/2011,naproxen,5173,3,3, ,3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63430,55-64,Pain,12/30/2011,naproxen,5173,4,4,Works better that any other drug I have used for pain in my knee.,4,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",21
63435,45-54,Migraine Headache,12/20/2011,naproxen,5173,4,3,I suffer from severe Migrains approximatey 12 to 14 days a month,2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63440,55-64,Pain,12/11/2011,naproxen,5173,2,1,"started taking naproxen for lower back pain, dr said it would help with the inflammation pain but it gave me lower abdominal pains, constipation and diarrhea and i still have lower back pain. also nausea every so often. ",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",12
63445,13-18,Joint Inflammatory Disease in Children and Young Adults,12/11/2011,naproxen,5173,5,5, ,5,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63450,65-74,Gout,12/10/2011,naproxen,5173,4,4, ,4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63454,55-64,"Disorder characterized by Stiff, Tender & Painful Muscles",12/10/2011,naproxen,5173,5,5,"I had a saver pain in mid right side of my back and also have lower 4 and 5 bulging disk. the problem with mid back went away after first dose taken of 500mg with cyclobenzaprine HCI 5mg after that I took one Naproxen when I had lower back pain and was able to work with out pain all day witch would last for about 3 days. I am a Male,56 years old.",5,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63458,45-54,Joint Damage causing Pain and Loss of Function,12/6/2011,naproxen,5173,3,3,"On 800 mg a day (4 otc daily). Some pain relief but takes a long time to kick in. Nausea, heartburn, dr. warned of possible ulcers from this dosage. No insurance so few options.",3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
63462,45-54,Pain,11/30/2011,naproxen,5173,4,3,"Helps with my chronic lower back pain. I take 500mg approx. 1-2 times a week as needed for pain. I am not able to do the physical activities I used to be able to do, but Naproxen does enable me to do regular daily activities without being in severe pain.",3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",18
63466,35-44,Painful Periods,11/23/2011,naproxen,5173,5,5,"I have severe cramps on my period, I take one 500 mg and my are gone in 15-20 mins. Very glad with the effectiveness of this medicine!!! ",5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
63470,55-64,Pain,11/13/2011,naproxen,5173,2,2,"Taking medication for arthritis. Have been on the meds for two weeks. Hands, lower arms, feet, lower legs actually feel worse (and swollen). Will quit taking and report back if pain has subsided.",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",14
63474,45-54,Migraine Headache,11/6/2011,naproxen,5173,4,4,"Only took this Medication for 2 days. Had to stop, causing me to have major gas issues. ",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63478,13-18,Migraine Headache,11/3/2011,naproxen,5173,1,1,"I started taking 550mg 2x daily. I seen no results for the week i was taking it. i had trouble sleeping, horrible stomach pains, and all my symptoms still remain. DID NOT WORK, WHATSOEVER!!!",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
63482,55-64,Pain,10/28/2011,naproxen,5173,5,1,Is ineffective for back pain.  Causes acid indegestion.,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",9
63486,55-64,"Disorder characterized by Stiff, Tender & Painful Muscles",10/24/2011,naproxen,5173,1,2,frozen shoulder,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63490,65-74,"Disorder characterized by Stiff, Tender & Painful Muscles",10/21/2011,naproxen,5173,5,3,does not help pain much,3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63494,45-54,Joint Damage causing Pain and Loss of Function,10/19/2011,naproxen,5173,5,5, ,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63498, ,Other,10/18/2011,naproxen,5173,5,5, ,5, ,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63502,19-24,"Disorder characterized by Stiff, Tender & Painful Muscles",10/10/2011,naproxen,5173,4,3, ,3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63506,65-74,Fever,10/7/2011,naproxen,5173,4,3, ,3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
63510,19-24,Painful Periods,9/28/2011,naproxen,5173,5,5,"I get severe cramps before and the first couple days of my period. I have been struggling with this since I first got my period and I'm 21 now. I tried birthcontrol and didn't like it(I probably had to try a few out, but didn't feel like having to wait for results) so my Dr. Prescribed me this. I take it twice a day(morning and night) right when I start to feel cramps and until my period is over. Its amazing! I don't get any side affects. It also lightened my period as well.",4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",2
63514, ,Other,9/18/2011,naproxen,5173,3,3, ,3, ,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63518,55-64,Inflammation of the Lining of a Joint,9/12/2011,naproxen,5173,5,4, ,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63522, ,Inflammation of the Covering of the Tendon,9/8/2011,naproxen,5173,4,4,at first it helped me with inflammation.  But after 3 months my blood pressure has skyrocked to 7l over ll0.  I never had a problem before the meds.  I am now distraught as the doctor gave me blood pressure meds.  This is snowballing.  I am going of the naproxen and will see what happens.  ,1, ,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63526,55-64,Joint Damage causing Pain and Loss of Function,8/31/2011,naproxen,5173,5,5,"i have osteoarthritis in my knee narproxem sodium in the knee constant pain and swelling, locks up when setting down,",5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63530,65-74,Pain,8/31/2011,naproxen,5173,3,1,Although I had no conditions that would suggest I was at risk I suffered from severe abdomilal pain even after the first dose. Quit taking after 2 doses.,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",14
63534,25-34,Pain,8/30/2011,naproxen,5173,5,3,Helped with pain at first but caused sever constipation and abdominal pain.,3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",7
63538,55-64,Pain,8/28/2011,naproxen,5173,3,3,Pain in extremities and teeth.,3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",6
63542,35-44,Head Pain,8/24/2011,naproxen,5173,4,1,"put on this for sinus headach ,, 2x a day , works for an hour , on it for 3 days , my chest is killing me , ",1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63546,75 or over,Pain,8/23/2011,naproxen,5173,4,4,blood glucose has risen   on warfarin more INR testing,4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
63550,65-74,"Disorder characterized by Stiff, Tender & Painful Muscles",8/18/2011,naproxen,5173,1,2,"felt nauseous and clammy after taking 500mg of naproxen
",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63554,55-64,Fever,8/17/2011,naproxen,5173,5,4,"Pro Sports over 25yrs I have lots of joint pain from hard year around training.I hate taking pills but this works for me,500mg 2x a day.I didn't think that I had side effects but after reading some of the other post I wonder.    ",4,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63558,25-34,Pain,8/9/2011,naproxen,5173,2,2,"I have been taking this med off and on for years for arthritis, it does ok. However, I started taking 550mg after being diagnosed with TMJ(TMD)It doesn't do a thing for that kind of pain. Makes it worse actually by causing some kind of jaw-clenching, shoulder tightness that I didn't notice in the past. Using plain ole aspirin and pain free now. Be carefull using high doses of this med.",2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",15
63562,55-64,Pain,8/9/2011,naproxen,5173,4,3,caused severe dizziness and nausea. not as effective for pain relief at I expected ,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",7
63566,55-64,Inflammation of the Covering of the Tendon,8/3/2011,naproxen,5173,5,5,I was taking this drug for inflammation of my tendons in my foot.  The pain ease within a few days and I didn't have any stomach trouble as I was taking it with food.  I developed severe bruising on both sides of my body.  The MD told me to stop taking the Naproxen.  I have and the bruising hasn't progressed (so far).  It's been 3 days since I discontinued it.,2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63570,25-34,Pain,7/30/2011,naproxen,5173,3,2,I am taking this for knee pain.  My knee often swells and has pain and my doctor thinks I could have inflammation behind my knee cap.  He suggested taking this but I dont think it works very well because my knee still hurts.  I also cannot sleep when I take it.,2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",6
63574,55-64,Inflammation of the Tendon,7/25/2011,naproxen,5173,1,1,"stomach aches, swollen ankles an legs, ringing ears.",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63578,55-64,Inflammation of the Lining of a Joint,7/15/2011,naproxen,5173,3,1,Nothing is helping the pain in my knee,2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
63582,45-54,Joint Damage causing Pain and Loss of Function,7/12/2011,naproxen,5173,5,1,"Even with the first tablet, this medication caused me to have most severe heartburn and
20 hours later repeated episodes of projectile vomiting.The vomiting in turn turned me into a zombie, a zombie that could
not sleep,eat - and worst of all,it absolutely did not alleviate any of the pain.Long story short,this medication caused an ulcer that almost prevented me from eating. I will never touch this med again. 
 ",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
