Date,Star,Condition,Rating
12/30/2018 3:42:03 PM,5 Stars,Rated  for Pain Report ,"Over the past few years, I’ve been having numbness in my face and hand, eyes and feeling of pressure in my head. I’ve been to multiple neurologists had multiple mri scans of head, neck and spine which were all clear. Been prescribed so many drugs with mild improvement. Suffered serious pain in my foot a few months ago and visited a wall in clinic. I was prescribed naproxen 500mg twice daily. Which not only removed the foot pain but improved all my other symptoms. Didn’t really put the improvements to my neck pain and other symptoms to this drug. Having stopped taking this drug a couple of days all my pains are back, had headache ever since I stopped this drug. Naproxen is the best drug I’ve ever taken!!"
12/8/2018 6:21:14 AM,1 Stars,Rated  for Pain Report ,"Prescribed to reduce inflammation caused by pulled muscle causing chest pain, instead caused swollen glands and in some cases increased chest pain"
11/13/2018 10:33:41 PM,1 Stars,Rated  for Mild Pain Report ,"I had swelling and mild pain in my arm after receiving an IV when I had a sinus infection a few weeks ago. My doctor prescribed me Naproxen and the pain has gone away but I've been experiencing pretty bad depression. The past few days I've been too tired to do anything, have lost interest in everything and have felt lower than I have in SO long. I wasn't sure what it was from until I remembered it's been this way since the exact day that I started taking the drug. I never want to take it again."
11/4/2018 9:20:31 PM,1 Stars,Rated  for Dental pain Report ,"Woke up with severe toothache early hours of friday morning and couldn't sleep, got this from thr doctor friday morning and tge first tablet eased the toothache. Taken 4 more since and not only do I now have toothache as they have stopped working but I also have severe discomfort in my stomach and am curled up in a ball and more than likely wont be sleeping tonight because of the pain. These tablets shouldn't even be prescribed. I even asked the doctor if they caused any side effects..."
10/28/2018 12:42:31 AM,4 Stars,Rated  for Acute Gout Report ,Had acute gout took naproxen and within a few hours felt a lot better had no stomach issues or other side effects so well pleased I can walk again !
10/25/2018 4:36:37 PM,2 Stars,Rated  for Migraine Report ,"I was prescribed these tablets for migraines. As much as they helped my migraines, the side effects were not so fun. I was left constantly tired and feeling drowsy - falling asleep at my desk at work and by the end of the week I had a horrible stomach ache and heartburn, which led me to stop taking them! These drugs can be so dangerous if you are NOT careful. Also, doctors should give you a warning before hand!!"
10/21/2018 2:54:41 PM,3 Stars,Rated  for Pain Report ,Miracle at relieving pain but I believe it gave me diahrea and stomach issues. Had to stop.
10/13/2018 12:38:38 AM,5 Stars,Rated  for Dysmenorrhea Report ,"Took this for debilitating menstrual cramps, the pain I experienced before taking Naproxen would leave me unable to move for around 4 hours, dizzy and unable to think at all and crying from pain no matter how many Ibuprofen I took. Naproxen generally sorts this pain right out, it is fast acting and for the first 6 months of taking it (only during the first and second days of my period) completely got rid of the pain. The last month or two that I have been taking it I have noticed a dull ache in my lower back despite having taken Naproxen but this generally goes away after a few hours. All in all it has helped me hugely and my periods are never a problem as long as I keep them with me. Would 100% recommend for anyone struggling with Dysmenorrhea!"
10/7/2018 2:12:00 AM,5 Stars,Rated  for Pain Report ,"I've taken Naproxen for both lower back pain and pain resulting from a knee injury. It works so well, it makes Ibuprofen seem useless. In addition, I've been lucky not to suffer any side effects."
10/4/2018 11:00:03 PM,4 Stars,Rated  for Osteoarthritis Report ,"I have been taking Naproxen off-and-on for over 40 years. I have hyper-extension which caused osteoarthritis, which I've had since my teens. As long as I stayed on cycle (2x daily, same time) my pain level was minimal. However, age is taking its toll, and I now have to supplement the naprosyn with tylenol & pot, especially during weather-related flare ups. I'll have my knee(s) replaced when the combination of all 3 no longer controls the pain & aches."
9/29/2018 7:19:47 PM,5 Stars,Rated  for Moderate Pain Report ,Started taking naproxen when I discovered I had lower back pain that ran down my right leg. Most likely a herniated disc. It worked to reduce the inflammation and it took alot of the pain away. I feel like it works better than ibuprofen but how much better I cant say.
8/11/2018 3:02:54 AM,1 Stars,Rated  for Pain Report ,"Been taking Naproxen now for 3 days for very painful sciatica. Does nothing for the pain, and has given me nausea, dizziness, diarrhoea, cramps, and I’ve actually been so depressed since taking it. I don’t want to get out of bed and I’m a fit active guy. On top of that the first day I work up to approx 15 hives over my body, like mosquito bites. All that to deal with now on top of the sciatica. Cheers doc"
8/8/2018 11:04:42 AM,1 Stars,Rated  for Pain Report ,Gives terrible stomach pain after only a few uses
7/31/2018 3:50:29 AM,4 Stars,Rated  for Mild Pain Report ,"No real side effects other than some light headedness but after taking hydrocodon it soon faded. This is good for mild pain. But if you have spinal stenosis, and chronic pain at 26y/o like me this won't really help. This is just extra strength alleve. So obviously an NSAID with a kick will catch you off guard. Not dangerous unless your liver is shot and you shouldn't be taking Tylenol anymore."
6/28/2018 12:28:18 PM,1 Stars,Rated  for Pain Report ,"Was prescribed 500mg of Naproxen 2x a day for pain in my back and pain in my lower stomach/pelvis while we wait for my ultrasound appointment to (hopefully) find out what’s wrong. Took one pill about 36 hours ago. Have had the shits since then. I would rather deal with what feels like a tractor rolling across my back and the stabbing pain over my ovaries, than deal with having the shits THAT bad. I’ll stick to heating pads and crying!"
6/27/2018 2:25:07 PM,1 Stars,Rated  for Pain Report ,"This drug is potentially dangerous. I was prescribed this as an alternative to Ibuprofen after a 4th right hip joint operation in October 2017. Within a couple of days I was suffering severe constipation and confusion. I stopped taking the drug. In April 2018 I had to have a Memory Assessment done (NHS)which was OK, BUT, the clinician doing my test reacted with concern when I told her about my bad experience with Naproxen as her partner had been prescribed with Naproxen and is now in a Mental (?) Care Home. This drug is a disaster and needs to be investigated SAP"
6/26/2018 5:04:32 AM,4 Stars,Rated  for Pain Report ,"Was prescribed it for pain after an ankle injury. It did help with the pain, but I had to stop taking it after getting a rash, similar to mosquito bites, all over the body. Looks like I'm in the ""up to 10%"" of people that get rash when taking it. Overall, still worked for the pain, until started getting secondary symptoms 3 days in."
5/17/2018 12:28:02 PM,1 Stars,Rated  for Pain Report ,Horrible stomach pains
5/11/2018 7:24:04 AM,2 Stars,Rated  for Headache Report ,this only eases the migraine just enough for you to get stuff done it does not work well to releive a full blown migraine
4/24/2018 3:16:29 AM,1 Stars,Rated  for Pain Report ,Took this for knee/joint pain. Helped a little for the pain but was so upsetting to my stomach that I would not take again. There are other treatments out there that don’t cause that type of stomach upset.
4/20/2018 11:03:51 PM,4 Stars,Rated  for Moderate Pain Report ,"Taking for severe severe pelvic floor pain while waiting for PT. Two days into this medication and it has made a huge difference. Hope it lasts. I cannot and will not tolerate opiate pain meds, although they have been offered by multiple doctors who just want to bandaid the problem. My new gyno has given me this with along with a script for pelvic PT, which I am being a total pessimist about, seems to good to be true after suffering 2 yrs with dibiliating pain after endometrial ablation. Which has worked, but has unfortunately caused my pelvic area to basically give up on me ! I do take this with Prilosec or the equivalent as is can cause stomach distress. So far that has not been an issue. As I said, I hope this relife lasts as it help me get through my daily routines without spending the day in bed feeling useless."
4/10/2018 12:54:07 AM,4 Stars,Rated  for Pain Report ,"Love it, has helped with mestrual pain. I have been have a great pain while in my period. I take Naproxen and it only takes about 5 minutes before pain is completely gone. Pain was awful but has bee well manage with Naproxen."
1/12/2018 6:59:59 PM,1 Stars,Rated  for Headache Report ,"Injured my occipital neuralgia (rear neck) muscle. Had severe headaches. Dr. prescribed ""naproxen"" which was giving my health away to the devil. Naproxen never assisted the neck muscle nor relieved the neck pain, but the horrible side effects are now taking me 9 months to recover my health. STAY AWAY FROM THIS DEVIL DRUG. IT DESTROYS YOUR EXCELLENT HEALTH."
12/28/2017 3:27:46 AM,2 Stars,Rated  for Moderate Pain Report ,"Prescribed due to severe pain in knee. After 4 or 5 days, pain reduced somewhat to at least bearable levels when walking. However stools had turned black, blood pressure went up, had stomach pain/bloating and frequent urination. Worst side effect however was the rash/hives and the itching, first on both lower legs, then on stomach and then inner arms. I then went online to check potential sides effects and discovered that the above are listed. Worst yet, I checked Naproxen drug interactions with my existing prescriptions (heart and blood pressure meds) and found that there is a ""serious"" interaction with my Lisinopril and ""significant"" interactions with two other meds I am taking. I immediately stopped the Naproxen and within 3 or 4 days, things returned to normal. I will be having a serious discussion with my PCP for not warning me of the interactions and the potential side effects."
12/22/2017 2:59:42 AM,5 Stars,Rated  for Pain Report ,Chronic back pain- Only think that works
11/6/2017 2:04:41 PM,5 Stars,Rated  for Pain Report ,"Been taking naproxen for two years for chronic back pain. It works I would not be without it. I also take pregabalin at night to relieve pain whilst sleeping. That works great. It is necessary to have a gastro resistant tablet first thing to relieve any stomach issues, if I don't take that firstly then I do get stomach cramps throughout the day when taking the naproxen. Overall, I am happy with them."
10/11/2017 4:49:25 PM,5 Stars,Rated  for Rheumatoid Arthritis Report ,"I suffer with chronic Lupus, and would hurt everyday, when my doctor prescribed me with this, let me tell you, I feel much better, my bones don't hurt like they use to"
8/25/2017 8:27:57 AM,2 Stars,Rated  for Pain Report ,"First night taking naproxen 500mg for ankle and back pain. Did work ankle but not the back pain. Also, horrible stomach pain and heart burn. I'm not sure if it's worth taking another dose....Not doing it."
8/12/2017 9:57:43 PM,5 Stars,Rated  for Rheumatoid Arthritis Report ,"I've been taking 500mg of Naproxen twice daily for arthritic knee pain. Some days I had difficulty walking, but am now able to function on an almost normal level. Varying reviews here, so I would recommend to definitely try this drug to see if it benefits your specific condition."
8/11/2017 5:25:42 PM,1 Stars,Rated  for Bursitis- Shoulder (impingement syndrome) Report ,No relief of pain as I could take a placebo and get the some relief. Luckily no side effects.
7/26/2017 11:59:44 AM,1 Stars,Rated  for Pain Report ,Prescribed 550 mg for back pain. I'm a 57 for male. Absolutely not effective and caused an upset stomach. Would not recommend. Ibuprofen much more effective.
7/24/2017 5:36:26 PM,1 Stars,Rated  for Osteoarthritis Report ,I had been taking naproxen for 15 years my kidneys are damaged l don't know way my Doctor kept me on this drug if it was going to cause this kind of damage to my body is there a lawsuit pending in the courts for Naproxen
7/14/2017 8:38:09 PM,1 Stars,Rated  for Rheumatoid Arthritis Report ,"Been taking for 18 months,was told not to take ibuprofen,but,took at night so I could sleep. Naproxen had little,or no affect on pain!"
6/20/2017 7:59:53 PM,5 Stars,Rated  for Pain Report ,Have taken when I get back pain always works in reducing pain for me.
6/20/2017 1:17:02 PM,3 Stars,Rated  for Pain Report ,"IN a day pain was almost gone from shoulder, and swelling is gone down. Works for me."
6/13/2017 2:05:26 PM,5 Stars,Rated  for Ankylosing Spondylitis Report ,"I actually took it for a cracked rib but the dropdown box didn't show that sympton. Had been in agony for 10 days difficulty deep breathing, the doctor prescribed Naproxen and it was like a miracle, 15 minutes after taking the first tablet I felt much much better, no side effects either."
5/24/2017 11:46:32 AM,1 Stars,Rated  for Pain Report ,It doesn't work im still in pain
5/18/2017 3:59:53 AM,5 Stars,Rated  for Osteoarthritis Report ,"I have been taking Naproxen, for arthritis pain, for more years than I can remember. I have also been prescribed other drugs to counteract the possible stomach effects but had to stop all of those due to bad reactions; so far I've experience no side effects at all from the Naproxen (500mg/day usually without food as I don't eat breakfast but do have a triple espresso). I've tried reducing/quitting but the pain comes back after a day or two - the Naproxen doesn't remove the pain but does make it manageable. I simply can't function without it. I have arthritis in both knees (sports injuries plus 5 menisectomies), in both hands, wrists, elbows and shoulders. I heartily recommend Naproxen."
5/15/2017 8:34:18 AM,1 Stars,Rated  for Pain Report ,"Swelling to my knee after an injury. Extreme heartburn after four days. Cant sleep as heartburn keeps me awake at night, cant rest knee as per doctors advise, as i feel im going to vomit due to heartburn. Have stopped using and made another appointment to see my GP. What a waste of time and resources."
5/13/2017 10:38:33 PM,1 Stars,Rated  for Bone Pain Report ,Too many side effects and and pain anyways
5/10/2017 10:10:37 PM,3 Stars,Rated  for Rheumatoid Arthritis Report ,"No known side effects... I have RA although am able to function reasonably well most of the time, I have Naproxen for days /timez when I need extra help and it does help to relieve my discomfort so I am very grateful!"
5/1/2017 4:04:47 PM,5 Stars,Rated  for Pain Report ,I have arthritis in my knees which causes severe pain and difficulty walking. This drug helps extremely well.
4/12/2017 8:51:58 PM,5 Stars,Rated  for Pain Report ,In a minor car accident. Was prescribed co-codamol for whiplash and was off my face and out of it for a week. Went back to doctor and got this. Absolute wonder drug. I am still myself but pain is relieved. Bliss.
4/12/2017 3:45:21 PM,1 Stars,Rated  for Osteoarthritis Report ,I had no Release. Of Choncic Pain. Not Recommended
4/10/2017 1:40:25 AM,2 Stars,Rated  for Pain Report ,"My doctor prescribed this medicine for me because I get very bad period cramps. So far, Naproxen has done me nothing good but gives me very bad heartburns and pain in my stomach. Every time my stomach is hungry, it's painful. I'd recommend taking a different painkiller if you have stomach and heartburn issues."
4/1/2017 11:10:55 PM,2 Stars,Rated  for Pain Report ,"Alleve and generic alleve are utterly useless when you take 1-2 pills, the recommended dose. Other than tearing up your stomach it does nothing at all. Ibuprofen or arthritis Tylenol do far better."
3/29/2017 9:24:52 PM,3 Stars,Rated  for Pain Report ,"I suffer from severe chronic pain caused by three herniated discs. Alongside my other prescription pain killers I was also prescribed Naproxen 500Mg 2x a day. Naproxen does reduce my pain about 3-4hrs but it gives me very bad heartburn, indigestion in the morning and loose bladder. The side effects are not worth the relief this medication gives me. I take it with food and even a zantac yet it still gives me very bad heartburn that takes 4-5 days to go away."
3/3/2017 2:50:54 PM,5 Stars,Rated  for Pain Report ,"I was prescribed 375mg 2x day (taken with food) for severe dog bites on my arm. Within an hour, the horrible radiating pain I was feeling subsided. The next day, the pain was completely gone. Very effective if taken correctly."
2/3/2017 2:21:48 PM,2 Stars,Rated  for Pain Report ,My doctor prescribed this for my menstrual cramps due to me having bad bad pains from a iud paragard symptoms. I also use it for bad back pains but it doesn't work at all it doesn't even take the edge off. I take 2 500mg and still nothing. Motrin 800 works better for me but it is not good on the stomach.
2/1/2017 9:35:18 PM,5 Stars,Rated  for Pain Report ,"I took this for coping with severe pain from muscle strain in lower back, shoulder and neck. I found that sometimes taking it in the day gave me nausea but at night no problem. And ensured a pain free good nights sleep. Very effective at dealing with pain."
12/30/2016 8:56:55 PM,1 Stars,Rated  for Pain Report ,"Horrible experience. Nausea. Headache. Bloody stool. Drowsy. And on top of all that, it didn't even help my knee pain."
11/27/2016 9:31:09 PM,2 Stars,Rated  for Pain Report ,"It comes right back out. I've never had vomiting from any pill, but Naproxen I swallow, then vomit, it doesn't stay inside my stomach. No idea if it is effective on pain, I have tried it several times for different sorts of pain (headache, knee pain) and each time I have vomited it right back out. This is the only medicine this has happened with, and it's happened 100% of the times I have tried it."
11/7/2016 11:57:39 AM,5 Stars,Rated  for Acute Gout Report ,Proscribed for acute bone and bladder pain from Prostate cancer. after one day the pain was gone and i could sleep. Still taking it two weeks later with excellent results
11/4/2016 2:12:11 PM,1 Stars,Rated  for Acute Gout Report ,"Useless. Does not help with chronic shoulder pain, yet that's all the doctors prescribe..."
11/2/2016 10:17:57 PM,1 Stars,Rated  for Acute Gout Report ,"Don't take or prescribe this medicine! , i was prescribed naproxen 500 mg twice a day for headache neck and stomach pain and i must say this drug is terrible! it made my stomach condition worse when i took it! why is this stuff even prescribed. if i wanted this garbage id go buy it otc"
11/2/2016 9:42:41 AM,5 Stars,Rated  for Pain Report ,"Took Naproxen after injuring the tendons in my foot. Helped tremendously with the pain and didn't experience any of the side effects some people have mentioned here (although my GP did warn that a small number of people will do). I guess everyone is different but that's why the possible side effects are listed on the leaflet in the box! I, for one, would recommend Naproxen."
11/1/2016 2:55:04 AM,5 Stars,Rated  for Migraine Report ,"I've been using Naproxen for a year now to help with my chronic migraines. I take 1 tablet (500mg) every time I have or feel like i'm about to get a migraine and it completely stops it. Before Naproxen, I tried every otc and herbal medicine to help combat debilitating migraines that were progressively getting worst. Some days, I wouldn't even be able to get out of bed because of how bad my migraines were. The last straw was when I was hit with a migraine while I was shopping at Walgreens. The lights were so bright, everything was moving, I felt nauseous, and the only thing I could do was sit and cover my eyes and wait for the migraine to subside. Ever since taking Naproxen, I have not expererience an episode like that. I now get migraines less than 2 or 3 times a month. Compared to getting them on the daily basis. I have experienced no side effects."
10/31/2016 1:23:06 AM,2 Stars,Rated  for Pain Report ,
10/28/2016 5:15:17 PM,1 Stars,Rated  for Ankylosing Spondylitis Report ,
10/27/2016 6:22:59 PM,5 Stars,Rated  for Osteoarthritis Report ,Good
9/2/2016 4:43:32 AM,4 Stars,Rated  for Osteoarthritis Report ,"Been on this for many years on & off, I only take as needed. I have degetive disc disease since I was 15 (mid 30's now) form an biking accident, 2 herniated L4/L5 disc, had surgery on them 15 years ago (helped a lot with siatica but did not eliminate it). Hit by a car once and 3 other bad bicycle accidents. I take Tylenol, Vicodin & Valium all as needed besides naproxen, also take other daily meds for a gland problem that I will die with out them The bads; YOU MUST EAT before taking, eat reasonable amount a food, a bit of bread will not cut it, eat the full slice of bread or tall glass of whole milk. It takes at lease a hour while for it to START to work. Pros: it does help if taken right for the right pain, it will not get rid of mussel spasms. It does help when you inflammatory problems or swelling like in knee or week right after you brake a bone (yes it helped with the swelling in my foot right after on top a Vicodin) This has cut my use of Vicodin in half or greater, I take this maybe 4 times a week, Vicodin maybe 3-8 times a month (fall & spring the worse months for me) before napexson I was taking 6-10+ Vicodin a month. This is not some magic pill it a help,"
9/1/2016 3:43:11 PM,1 Stars,Rated  for Osteoarthritis Report ,1st pill a slept directly after taken in the middle of that day until lately night ! After 3 days more back pain after 1 week heart muscle pain and stomach lot of sleep even depressive ! I stop it after 10 days stay away from it!!
7/29/2016 9:33:05 PM,5 Stars,Rated  for Acute Gout Report ,"Please remember ulcers will happen if you take pills on empty stomachs, always eat something small before. This is the only pain medication i can take that actually relieves my back pain in my lower lumbar."
4/3/2016 5:59:47 AM,2 Stars,Rated  for Tendinitis Report ,"The pain stopped completely. However, the medicine taken at 1/2 strength still raised my blood pressure and upset my stomach."
12/5/2015 7:40:41 PM,1 Stars,Rated  for Ankylosing Spondylitis Report ,"Doctor put me on Naproxen 500mg to take two tablets twice a day. A week later I was in the back of an ambulance onroute to A&E. Now i have a very irregular heartbeat, ringing in my ears, feel very dizzy when standing and walking. Naproxen has wrecked me, that's the best way to describe how I now feel. NEVER EVER TAKE NAPROXEN!"
9/28/2015 11:52:43 PM,1 Stars,Rated  for Bone Pain Report ,"I went to the emergency room with "" BLEEDING ULCERS "" due to 600mg 1 X 3times a day 1/2013! I TELL EVERYONE I KNOW TO STAY AWAY FROM THIS MEDICINE!"
9/8/2015 8:21:22 PM,5 Stars,Rated  for Pain Report ,I had terrible aches from the flu and I took one pill in the morning and my body didn't hurt the rest of the day! It's great!
8/19/2015 1:11:04 PM,1 Stars,Rated  for Pain Report ,"WORST EXPERIENCE EVER!!! Took 2 500mg pills(I stand 6'2 225 lbs) & havent slept in a day & a half. Feet are so swollen, i can't put shoes on. Painful to even stand. Haven't taken p00p in 2 days (normally 2X daily). Constant hiccups for hours, & developing a rash on my back. Whatever pain you have, DO NOT USE NAPROXEN, TRY SOMETHING ELSE!!!!"
6/20/2015 8:49:06 PM,2 Stars,Rated  for Pain Report ,"after only 5 days of taking them,for sciatica, my feet and hands swelled up and I had to take off my rings and was unable to wear shoes after stopping them, it took another 3 days for the swelling to go down also I could not concentrate and could not sleep while on them."
6/19/2015 1:13:04 PM,1 Stars,Rated  for Ankylosing Spondylitis Report ,"Fever, a throat infection needing a dose of antibiotics no appetite for three days, all because I took one table."
1/5/2015 11:49:13 PM,5 Stars,Rated  for Pain Report ,"Had severe joint pain in both wrist with swelling, pain was so bad I couldn't move my fingers. Within 4 hours after taking Naproxen (500mg) I was able to move my fingers and wrist, after a second dose, about 10 hours later, the pain continued to subside and was felling better in a day."
11/3/2014 12:32:19 AM,0.5 Stars,Rated  for Osteoarthritis Report ,"I never have been so sick in my life after taking one pills. Stomach pains, heart burn, nausea, body aches. I thought I was going to die. Be careful of this drug! Naproxen 500mg tab"
4/20/2014 12:58:16 AM,2.5 Stars,Rated  for Pain Report ,"I would only recommend this for nerve pain, its useless for period pain and back pain."
10/25/2013 8:46:52 AM,5 Stars,Rated  for Dysmenorrhea Report ,"My menstrual cramps were always accompanied by severe lower back pain and could be quite debilitating before I discovered Aleve/naproxen; from then on, I've always used naproxen for about one week out of every month. If you follow the dosing instructions, there shouldn't be a problem. It usually says to not exceed 3 tablets in a 24 hour period. That means every 12 hours you alternate between 2 tablets and 1 tablet, or you could take 1 tablet every 8 hours. I usually use the former configuration, and it works way better for me than acetaminophen. I usually buy the largest quantity bottle I can find, and since I only use it 12 weeks out of the year, that averages about $24 a year give or take a few bucks."
6/5/2013 9:30:35 AM,0.5 Stars,Rated  for Pain Report ,"I had pelvic surgery and the oxycodone would only deal with the pain for about 4 hours, and the instructions were to take every 6 hours. I tried advil but gave no relief. The nurse suggested to try this. Did not help with the pain but within 24 hours my ENTIRE body ITCHED!!! 7 days later I still itch, now I have to take antihistimeans and steroids to try and stop itching."
5/10/2013 7:39:48 PM,1 Stars,Rated  for Moderate Pain Report ,I was prescribed this treatment when I visited my GP and he diagnosed a condition called plantar fasciitis which I suffered from last year. I finished my course of this drug but still had the pain. I found some more of this tablet from my previous prescription and started taking them again. I am still in pain even whilst taking them and have got permanent heartburn/indigestion but cannot take indigestion remedies with them as they are not allowed at the same time. I can no longer go running as the day after I am in immense pain and it hurts to walk on my foot.
3/27/2013 7:54:11 AM,0.5 Stars,Rated  for Dental pain Report ,"Im 29 years old, male, had an excrutiating dental pain, was prescribed this medicine, and the pain NEVER went away. I felt like the PAIN was killing me, had me crying of PAIN! I took 2 pills thinking it could work faster, but NO, NO pain relief! Went to the ER, HAD TO WALK OUT BECAUSE they were no dentists to help me at the time. After hours of this PAIN, the pain started to subside, but the tingling and numbness in my body started..... a funny strange feeling all over.....PLEASE DO NOT TAKE THIS MEDICATION, I was not informed that this medication was time release, or the side effects of this pill. Its a damn shame that patients have to do research on meds before taking them, unfortunately there is no money back! I flushed the pills after reading the interactions..."
3/21/2013 8:44:14 PM,0.5 Stars,Rated  for Moderate Pain Report ,I was prescribed this yesterday started treatment today with it. I feel no difference in pain level. I have a torn meniscus and torn ligaments in my right knee as well as bone fragments floating around in there. I took just one pill and my whole system is messed up from it. It is interfering with other medications that I take for Migraines and Asthmatic Medications. I would not recommend this medication to anyone at all. If it worked it would be different but it don't work at all. And difinately don't take it if you are on crutches and have it give you the shits cause you would never get to the restroom on time. I hate having any medication give me the roaring shits.
12/17/2012 12:58:06 AM,0.5 Stars,Rated  for Osteoarthritis Report ,i can not sleep when thy give me any of theses pills uless the give me the 500mg that is light red oblong shaped with teva on front andI 49 on back it works just fine i tell them each time i fill this but they keep giving me the other type which if i take just one i am not able to sleep at all even when i take sleeping pills why can;t they get it right becaus when they charge ins. and the we get it they wont take it back or give me the right pills becaus they already chared the ins. what can i do to get this fix wit them
11/19/2012 8:09:14 AM,5 Stars,Rated  for Bursitis- trochanteric (Hip bursitis) Report ,"Very efective with osteoarthritis pain and trochanter hip bursitis pain, but caused ringing in my ears. I took over the counter generic naproxen sodium two 220 mg pills twice daily. Reasonably priced."
11/10/2012 7:59:31 AM,3 Stars,Rated  for Moderate Pain Report ,"My doctor prescribed it to me after I injured my shoulder in a minor car accident, and previous medications weren't helping. I haven't noticed a lot of change with this either, and I've been feeling more anxious and having more headaches than usual."
10/31/2012 9:44:54 PM,1 Stars,Rated  for Pain Report ,"After taking for several years, I developed kidney disease which is a side effect of taking naproxen. It helped the arthritic pain, but left me with another problem."
10/18/2012 4:40:25 PM,0.5 Stars,Rated  for Moderate Pain Report ,"I bent over and immediately felt a sharp pain in my lower back. I have been hurting for 3 weeks. Doc gave me Tramadol which did nothing to ease the pain, then gave me Naproxen and I can't tell I've even taken anything, even when I take twice the suggested dose. This medicine is worthless !!"
10/8/2012 12:10:23 AM,5 Stars,Rated  for Pain Report ,Have costochondritis. 2 times a day for 6 weeks with prilosec.
10/6/2012 1:00:11 AM,0.5 Stars,Rated  for Osteoarthritis Report ,My dr prescribed this for me when I complained about a muscular pain in my shoulder. I took 1 tablet twice a day for two weeks as stated by my dr but it did absolutely nothing to help. I left it for a while and then I went back to my dr on 25th Sept. He prescribed another two weeks of them and referred me for some physiotherapy. At the moment I still cannot feel any difference. I have a slight side effect this time but nothing major.I do find them very difficult to swallow even if I break them in half.
10/4/2012 8:43:45 AM,3 Stars,Rated  for Juvenile Rheumatoid Arthritis (JRA) Report ,"I have had Juvenile Rheumatoid Arthritis for about 2-3 years. I took Naproxen 375MG tablets to help with it when I first was diagnosed with JRA and it did help at that point. After, they put me on methotrexate and folic acid, which helped and then after about a year or so, I was doing fine and was eased off of all methods of medication. Now, it seems as if my JRA has came back; so I have just recently been put back on Naproxen. Most likely, it was the methotrexate that didn't work. The naproxen I think, did in fact, help a bit more."
10/1/2012 2:03:32 PM,0.5 Stars,Rated  for Dental pain Report ,"I was prescribed this after dental surgery to help with inflammation, I'm unsure whether it helped with the inflammation as had to stop taking as had an adverse reaction with breathing difficulties and vomiting blood over a 5 hour period also 2 days after stopping I am still having problems with my skin burning up. Dosage 500mg x 2 per day, taken over 3 days, total prescribed 50"
9/28/2012 6:38:32 AM,4.5 Stars,Rated  for Osteoarthritis Report ,I have been taking 1 500 mg naproxen per day for several years and have had no side effects and it has helped very much with arthritis and spinal stenosis discomfort.
9/21/2012 12:08:53 PM,5 Stars,Rated  for Rheumatoid Arthritis Report ,Worked well for dulling the pain during a flare. It didn't upset my stomach anywhere near as much as Ibuprofen.
8/1/2012 6:26:08 PM,5 Stars,Rated  for Headache Report ,was having headaches for 5 days straight and advil was relieving the pain. My doc gave me some of these and within a hour i had alot of relief.
7/23/2012 11:48:27 AM,0.5 Stars,Rated  for Tendinitis Report ,"I had, had a long period of shoulder trouble, aches and pains with fully extended movement. The doctor prescribed 2 naproxen,( 500mg per day ) even though I had previously had an ulcer !(granted it was a long time ago ). The day after taking the first tablets my joint pain reduced significantly, however, I had severe stomach pains, that I didn't immediately associate with the tablets. I've now stopped taking them but my stomach hasn't yet recovered. I definately won't be taking any more !!! I'd rather put up with the pain of my shoulder, than destroy my stomach lining. I also take low doses of hay fever tablets, again, the doctor didn't mention NOT to use them."
6/19/2012 9:28:51 PM,0.5 Stars,Rated  for Osteoarthritis Report ,Had taken it for 2 weeks - 3 times a day and face and neck broke out in really bad rash - hives looking - with blisters. it did decrease the hip pain significantly however.
6/13/2012 12:44:04 AM,0.5 Stars,Rated  for Bone Pain Report ,"I have been in a lot of pain (tennis elbow) and was prescribed Naproxen 250 mg tabs 3 times a day. I have just finished my 4th day and my skin starting itching, my scalp, all round my neck and chest, under my breasts and even my pubic area. A short time after I was covered in huge hives and looked like a lobster. I am going to stop taking them and continue with my elbow support, this is more unbearable than the pain of my elbow."
5/31/2012 4:07:58 PM,1.5 Stars,Rated  for Bone Pain Report ,"had a slipped disc , had surgery and went back on naproxen, was on this drug for a year and still would be on it if i wasnt admitted to hospital twice in agony, they stopped this drug and now i have several appointments as my stomach is in agony now resulting in my spine being in agony as i cant take any more medication due to this drug, while on it everything was fine i was back to work until my stomach got damaged, please be aware if your on it carefully wean of it if possible to avoid stomach issues, i now have to wait 3 weeks for a camera to see how much damage is done...good luck everyone."
5/30/2012 8:30:06 PM,0.5 Stars,Rated  for Pain Report ,I took this drug for severe leg pains. Naproxen did NOT work for this pain. Wasted doctor visit. Awake for 3 days and still in pain. Naproxen NOT for severe pain. Pharmacy instructions: TAKE TWO TABLETS DAILY FOR PAIN!
5/22/2012 3:04:48 PM,5 Stars,Rated  for Rheumatoid Arthritis Report ,Wroks where aperin fails for pain relief
3/31/2012 3:18:31 PM,4 Stars,Rated  for Myalgia Report ,"I have taken Naproxen with breakfast (porridge and fruit) 30-60 minutes after a 30 mg dose of Lansoprazole to enhance gastro-resistance. Two weeks of 250 mg per day did give some relief, as if my knee joints and myalgic muscles had been given a spray of WD40. Then, as advised I could, I increased my dose to 500 mg per day. This, after three days, has made a significant difference to background discomfort and pain generally, although my muscles still hurt when under load, e.g. standing up. I'll try this for another three weeks, and then reduce my dose to check progress and reduce risk."
1/26/2012 7:32:23 AM,3.5 Stars,Rated  for Osteoarthritis Report ,helped with no narcotic feeling :)
